Duración,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,Respondidas,Puntaje,Nota,Certamen 1
0:25:00,1,1,1,0,1,0,0,1,0,0,1,1,12,7,58.33,66
0:26:00,0,0,0,0,0,1,1,1,1,1,1,1,12,7,58.33,20
0:26:00,0,1,1,0,1,0,1,0,1,1,0,1,12,7,58.33,
0:26:00,0,0,1,0,1,0,1,0,1,1,1,1,12,7,58.33,67
0:27:00,1,0,0,0,1,0,1,1,1,0,1,1,12,7,58.33,64
0:27:00,0,1,1,0,0,0,1,1,1,1,1,0,12,7,58.33,100
0:27:00,0,1,0,0,1,0,1,1,1,1,1,0,12,7,58.33,52
0:27:00,0,1,1,0,1,0,1,1,0,0,1,1,12,7,58.33,
0:28:00,1,0,1,0,1,0,1,0,1,1,1,0,12,7,58.33,17
0:30:00,1,0,1,0,0,0,1,1,1,0,1,1,12,7,58.33,90
0:30:00,1,1,0,1,0,1,0,1,1,1,0,0,12,7,58.33,59
0:30:00,0,1,1,0,0,0,1,1,1,0,1,1,12,7,58.33,87
0:30:00,0,1,0,0,1,1,1,1,0,1,1,0,12,7,58.33,0
0:30:00,1,0,0,0,1,1,1,1,0,1,1,0,12,7,58.33,77
0:30:00,0,0,1,0,1,1,1,1,1,1,0,0,12,7,58.33,23
0:30:00,1,0,1,0,1,1,0,0,0,1,1,1,12,7,58.33,
0:31:00,1,1,0,0,0,0,1,0,1,1,1,1,12,7,58.33,92
0:31:00,0,1,1,0,1,1,1,1,0,1,0,0,12,7,58.33,39
0:31:00,1,0,0,0,1,0,1,1,1,1,1,0,12,7,58.33,60
0:31:00,1,0,1,0,1,0,1,1,0,1,1,0,12,7,58.33,29
0:31:00,1,1,1,0,0,1,1,1,0,0,1,0,12,7,58.33,25
0:31:00,0,0,1,0,1,0,1,1,0,1,1,1,12,7,58.33,67
0:32:00,1,0,0,0,1,0,1,1,1,1,1,0,12,7,58.33,75
0:32:00,1,0,0,0,0,0,1,1,1,1,1,1,12,7,58.33,25
0:32:00,1,0,1,0,1,0,1,1,0,1,0,1,12,7,58.33,0
0:33:00,0,1,1,,1,0,,1,,1,1,1,9,7,58.33,20
0:33:00,1,0,0,0,1,0,1,1,1,1,1,0,12,7,58.33,15
0:34:00,0,0,1,0,1,0,1,1,0,1,1,1,12,7,58.33,64
0:34:00,1,0,1,0,0,0,1,1,1,0,1,1,12,7,58.33,95
0:35:00,1,0,1,0,0,1,1,0,0,1,1,1,12,7,58.33,66
0:35:00,1,0,1,0,1,0,1,1,0,1,1,0,12,7,58.33,57
0:35:00,0,0,1,0,1,0,1,1,0,1,1,1,12,7,58.33,66
0:35:00,1,0,0,0,0,1,1,0,1,1,1,1,12,7,58.33,62
0:35:00,0,1,1,0,1,0,1,0,1,1,1,0,12,7,58.33,52
0:35:00,1,0,1,0,1,0,1,1,0,0,1,1,12,7,58.33,59
0:35:00,1,0,0,0,0,0,1,1,1,1,1,1,12,7,58.33,2
0:35:00,0,1,1,0,1,1,1,1,0,1,0,0,12,7,58.33,34
0:36:00,0,0,1,0,0,1,1,1,0,1,1,1,12,7,58.33,95
0:36:00,1,0,1,0,1,0,1,1,0,0,1,1,12,7,58.33,50
0:36:00,0,1,0,0,1,0,1,1,1,1,1,0,12,7,58.33,42
0:36:00,1,0,0,0,1,0,1,1,1,1,1,0,12,7,58.33,44
0:36:00,1,1,1,0,0,0,1,1,0,1,1,0,12,7,58.33,54
0:37:00,1,1,0,0,1,0,1,1,1,1,0,0,12,7,58.33,17
0:37:00,1,0,1,0,1,0,1,1,1,0,1,0,12,7,58.33,39
0:37:00,1,1,1,0,0,1,0,1,0,1,1,0,12,7,58.33,57
0:37:00,0,0,1,0,0,0,1,1,1,1,1,1,12,7,58.33,35
0:37:00,1,1,1,0,0,0,1,0,0,1,1,1,12,7,58.33,100
0:37:00,1,0,0,0,1,1,1,1,0,1,1,0,12,7,58.33,20
0:37:00,1,0,0,0,0,1,1,1,1,1,1,0,12,7,58.33,74
0:37:00,0,1,0,1,1,0,0,0,1,1,1,1,12,7,58.33,74
0:38:00,0,0,0,0,1,1,1,1,1,1,1,0,12,7,58.33,25
0:38:00,1,1,0,0,1,0,1,0,0,1,1,1,12,7,58.33,35
0:38:00,0,1,1,0,1,0,0,1,0,1,1,1,12,7,58.33,95
0:38:00,1,0,0,0,1,0,1,0,1,1,1,1,12,7,58.33,100
0:38:00,1,1,1,0,0,0,1,1,1,0,1,0,12,7,58.33,39
0:38:00,0,1,1,0,0,0,0,1,1,1,1,1,12,7,58.33,71
0:38:00,0,0,0,1,1,1,1,1,0,1,0,1,12,7,58.33,6
0:39:00,1,0,1,0,0,1,1,1,0,1,1,0,12,7,58.33,90
0:39:00,1,1,1,0,1,0,0,0,1,1,1,0,12,7,58.33,
0:39:00,0,1,1,0,1,0,0,1,1,1,1,0,12,7,58.33,17
0:39:00,1,0,1,0,0,1,1,1,0,1,1,0,12,7,58.33,75
0:39:00,1,0,0,0,1,1,0,1,1,1,1,0,12,7,58.33,12
0:39:00,1,0,1,0,1,0,1,1,0,0,1,1,12,7,58.33,100
0:39:00,1,0,1,0,1,0,1,1,0,1,0,1,12,7,58.33,12
0:40:00,1,0,1,0,0,1,1,1,,1,1,0,11,7,58.33,0
0:40:00,0,1,1,0,1,0,1,1,1,0,1,0,12,7,58.33,
0:40:00,0,0,1,0,0,0,1,1,1,1,1,1,12,7,58.33,24
0:40:00,0,1,1,0,0,1,1,0,1,1,1,0,12,7,58.33,40
0:40:00,1,1,1,0,1,0,0,1,0,1,1,0,12,7,58.33,79
0:40:00,0,0,1,0,1,0,1,1,0,1,1,1,12,7,58.33,27
0:41:00,1,0,1,1,1,0,0,0,1,1,1,0,12,7,58.33,69
0:41:00,0,0,1,0,0,1,1,1,0,1,1,1,12,7,58.33,77
0:41:00,1,0,1,0,1,0,1,0,1,1,1,0,12,7,58.33,35
0:41:00,0,1,0,0,1,0,1,1,0,1,1,1,12,7,58.33,39
0:41:00,1,0,1,0,1,0,1,0,1,1,1,0,12,7,58.33,100
0:42:00,1,0,0,0,0,0,1,1,1,1,1,1,12,7,58.33,25
0:42:00,0,1,1,0,1,0,1,1,0,1,1,0,12,7,58.33,51
0:42:00,1,0,0,0,1,0,1,1,0,1,1,1,12,7,58.33,87
0:42:00,0,0,1,0,1,1,0,1,0,1,1,1,12,7,58.33,
0:42:00,1,0,1,1,1,0,1,0,0,1,1,0,12,7,58.33,
0:43:00,0,1,1,0,1,0,0,1,1,1,1,0,12,7,58.33,82
0:43:00,0,0,0,0,1,0,1,1,1,1,1,1,12,7,58.33,47
0:43:00,0,0,0,0,1,0,1,1,1,1,1,1,12,7,58.33,67
0:43:00,1,1,0,0,1,1,0,1,1,1,0,0,12,7,58.33,20
0:43:00,0,0,1,0,0,0,1,1,1,1,1,1,12,7,58.33,54
0:43:00,0,1,1,0,1,0,1,0,1,0,1,1,12,7,58.33,2
0:43:00,1,0,1,1,1,0,1,0,0,1,1,0,12,7,58.33,
0:43:00,0,1,1,0,0,1,1,1,0,1,1,0,12,7,58.33,72
0:43:00,1,0,1,0,1,0,0,1,0,1,1,1,12,7,58.33,44
0:43:00,1,0,1,0,0,0,1,1,1,1,1,0,12,7,58.33,83
0:43:00,0,0,0,1,1,0,1,1,1,1,1,0,12,7,58.33,95
0:43:00,0,0,0,0,1,1,1,1,1,1,1,0,12,7,58.33,54
0:43:00,1,1,1,0,0,0,0,1,0,1,1,1,12,7,58.33,43
0:44:00,0,0,0,0,1,1,1,1,1,1,1,0,12,7,58.33,32
0:44:00,1,0,1,0,1,0,1,1,0,0,1,1,12,7,58.33,34
0:44:00,0,0,1,0,0,0,1,1,1,1,1,1,12,7,58.33,42
0:44:00,1,1,0,0,1,0,0,1,1,1,1,0,12,7,58.33,14
0:44:00,0,1,1,0,0,0,1,1,1,1,1,0,12,7,58.33,90
0:44:00,1,0,1,0,1,0,1,0,1,1,0,1,12,7,58.33,100
0:44:00,1,1,0,0,0,0,1,1,1,0,1,1,12,7,58.33,92
0:44:00,1,0,1,0,1,0,1,0,1,1,0,1,12,7,58.33,47
0:45:00,,1,1,,,0,1,1,1,0,1,1,9,7,58.33,95
0:45:00,0,0,0,0,1,1,1,0,1,1,1,1,12,7,58.33,20
0:45:00,1,0,1,0,0,0,1,1,1,1,1,0,12,7,58.33,8
0:45:00,0,1,1,0,0,0,1,1,0,1,1,1,12,7,58.33,52
0:45:00,1,0,1,0,1,0,1,1,0,0,1,1,12,7,58.33,27
0:45:00,0,1,0,0,1,0,1,0,1,1,1,1,12,7,58.33,100
0:46:00,0,1,1,0,1,0,1,0,1,0,1,1,12,7,58.33,42
0:46:00,1,0,1,0,1,0,1,1,1,1,0,0,12,7,58.33,0
0:46:00,0,0,1,0,1,0,1,0,1,1,1,1,12,7,58.33,100
0:46:00,0,0,1,1,0,1,1,0,0,1,1,1,12,7,58.33,55
0:47:00,0,0,0,0,1,1,1,1,0,1,1,1,12,7,58.33,55
0:47:00,0,1,0,0,0,1,1,1,0,1,1,1,12,7,58.33,67
0:47:00,0,1,1,0,0,1,1,0,1,1,1,0,12,7,58.33,73
0:47:00,0,0,1,0,1,0,1,1,1,1,1,0,12,7,58.33,20
0:48:00,0,0,1,0,0,1,1,1,0,1,1,1,12,7,58.33,34
0:49:00,0,0,1,0,0,0,1,1,1,1,1,1,12,7,58.33,20
0:49:00,1,0,1,0,1,0,0,1,0,1,1,1,12,7,58.33,32
0:50:00,1,1,1,0,0,0,1,1,0,0,1,1,12,7,58.33,67
0:50:00,1,1,1,0,1,0,1,1,0,0,1,0,12,7,58.33,59
0:50:00,0,0,1,0,1,0,0,1,1,1,1,1,12,7,58.33,82
0:51:00,0,1,1,0,1,1,0,1,1,0,0,1,12,7,58.33,46
0:51:00,1,0,1,0,1,0,1,1,0,1,1,0,12,7,58.33,64
0:52:00,0,1,1,0,1,0,1,1,0,0,1,1,12,7,58.33,77
0:53:00,1,1,1,0,0,0,1,1,1,0,1,0,12,7,58.33,77
0:55:00,1,0,1,,0,0,,1,1,1,1,1,10,7,58.33,35
0:55:00,1,0,0,1,1,0,1,1,0,1,0,1,12,7,58.33,55
0:58:00,1,1,1,0,1,0,1,1,0,0,1,0,12,7,58.33,2
4:57:00,1,1,1,1,1,1,1,,,,,,7,7,58.33,
10:19:00,0,0,1,0,1,0,1,1,1,1,1,,11,7,58.33,74
51:42:00,0,1,1,0,1,1,1,1,1,0,,,10,7,58.33,60
0:22:00,0,1,1,0,1,0,1,1,0,1,1,1,12,8,66.67,64
0:24:00,1,0,0,0,1,1,1,1,1,1,1,0,12,8,66.67,85
0:26:00,1,0,1,0,0,0,1,1,1,1,1,1,12,8,66.67,92
0:26:00,1,1,1,1,1,1,1,0,0,0,1,0,12,8,66.67,95
0:27:00,0,1,1,0,1,1,1,1,0,0,1,1,12,8,66.67,4
0:27:00,1,1,1,0,1,0,1,1,0,1,1,0,12,8,66.67,0
0:28:00,1,0,1,0,1,1,1,0,1,1,1,0,12,8,66.67,100
0:29:00,0,1,1,0,0,0,1,1,1,1,1,1,12,8,66.67,73
0:30:00,1,0,1,0,1,0,1,1,0,1,1,1,12,8,66.67,27
0:30:00,1,0,1,0,1,1,1,0,0,1,1,1,12,8,66.67,67
0:30:00,0,1,1,1,1,0,1,1,1,0,1,0,12,8,66.67,60
0:31:00,1,1,1,0,1,0,1,1,0,1,1,0,12,8,66.67,46
0:31:00,1,0,1,0,1,0,1,1,1,1,1,0,12,8,66.67,
0:32:00,0,1,0,1,0,1,1,1,1,,1,1,11,8,66.67,
0:32:00,0,1,1,0,1,1,1,1,1,0,0,1,12,8,66.67,0
0:32:00,0,0,1,1,1,1,1,1,1,1,0,0,12,8,66.67,57
0:32:00,1,1,1,0,1,0,1,0,1,1,1,0,12,8,66.67,
0:32:00,0,1,1,1,0,0,1,1,1,0,1,1,12,8,66.67,54
0:33:00,0,1,1,1,1,0,1,1,0,0,1,1,12,8,66.67,84
0:33:00,1,1,1,0,1,0,1,0,0,1,1,1,12,8,66.67,75
0:33:00,0,1,1,0,1,0,1,1,1,1,1,0,12,8,66.67,0
0:34:00,1,0,1,0,0,0,1,1,1,1,1,1,12,8,66.67,80
0:34:00,0,1,1,0,1,0,1,0,1,1,1,1,12,8,66.67,47
0:34:00,1,0,1,0,0,1,1,1,1,0,1,1,12,8,66.67,
0:35:00,0,0,1,0,1,0,1,1,1,1,1,1,12,8,66.67,48
0:35:00,0,1,0,0,1,1,1,1,1,1,1,0,12,8,66.67,35
0:35:00,1,1,0,0,1,0,1,1,1,1,1,0,12,8,66.67,52
0:35:00,0,0,1,0,1,1,1,1,1,1,1,0,12,8,66.67,79
0:36:00,1,0,0,1,0,0,1,1,1,1,1,1,12,8,66.67,
0:36:00,1,1,1,0,0,0,1,1,1,0,1,1,12,8,66.67,38
0:36:00,1,1,0,0,1,1,1,0,1,1,1,0,12,8,66.67,20
0:37:00,1,0,1,0,1,1,1,1,0,0,1,1,12,8,66.67,19
0:37:00,0,1,1,0,1,0,1,1,1,1,1,0,12,8,66.67,92
0:37:00,1,0,1,0,1,1,1,1,0,1,1,0,12,8,66.67,0
0:37:00,0,0,1,0,1,0,1,1,1,1,1,1,12,8,66.67,60
0:37:00,0,0,1,0,1,1,1,1,1,1,1,0,12,8,66.67,100
0:37:00,1,0,1,0,1,1,1,0,1,1,1,0,12,8,66.67,61
0:37:00,1,1,1,1,1,0,1,0,0,1,0,1,12,8,66.67,0
0:38:00,1,1,0,1,1,0,1,0,1,1,1,0,12,8,66.67,100
0:38:00,0,1,1,0,1,0,1,1,0,1,1,1,12,8,66.67,52
0:38:00,1,0,1,0,1,0,1,0,1,1,1,1,12,8,66.67,60
0:38:00,0,0,1,0,1,1,1,1,1,1,1,0,12,8,66.67,13
0:38:00,0,1,1,0,1,0,1,1,0,1,1,1,12,8,66.67,92
0:38:00,0,0,1,1,1,0,1,1,1,1,1,0,12,8,66.67,80
0:39:00,1,1,1,0,1,1,1,1,0,0,1,0,12,8,66.67,51
0:39:00,1,0,1,0,1,0,1,1,0,1,1,1,12,8,66.67,82
0:39:00,1,1,1,0,1,0,1,1,1,0,1,0,12,8,66.67,33
0:40:00,0,0,1,0,1,0,1,1,1,1,1,1,12,8,66.67,66
0:40:00,0,0,0,0,1,1,1,1,1,1,1,1,12,8,66.67,2
0:40:00,1,1,1,0,1,1,0,0,1,1,1,0,12,8,66.67,95
0:40:00,1,1,1,0,0,1,1,1,0,1,1,0,12,8,66.67,87
0:40:00,0,0,1,1,1,1,0,1,1,1,1,0,12,8,66.67,100
0:40:00,0,1,1,1,1,0,1,1,0,1,1,0,12,8,66.67,87
0:40:00,0,1,0,1,1,0,1,1,1,1,0,1,12,8,66.67,
0:40:00,0,1,0,1,1,0,1,1,1,1,0,1,12,8,66.67,
0:41:00,1,0,,1,1,0,1,1,1,1,1,0,11,8,66.67,80
0:41:00,0,1,1,0,1,0,1,1,1,1,1,0,12,8,66.67,80
0:41:00,1,0,1,0,1,0,1,1,1,1,1,0,12,8,66.67,20
0:41:00,1,0,0,0,1,0,1,1,1,1,1,1,12,8,66.67,45
0:41:00,1,0,1,0,0,1,1,1,0,1,1,1,12,8,66.67,
0:41:00,0,1,1,1,0,0,1,1,0,1,1,1,12,8,66.67,
0:41:00,0,1,1,0,1,0,1,0,1,1,1,1,12,8,66.67,100
0:41:00,1,0,1,0,0,1,1,1,1,1,1,0,12,8,66.67,25
0:41:00,0,1,1,0,1,0,1,1,0,1,1,1,12,8,66.67,83
0:41:00,1,1,1,0,1,0,1,1,0,1,1,0,12,8,66.67,9
0:42:00,0,1,1,0,0,1,1,1,1,1,1,0,12,8,66.67,87
0:42:00,0,0,0,1,1,1,1,1,1,1,1,0,12,8,66.67,60
0:42:00,1,0,1,0,1,0,1,1,0,1,1,1,12,8,66.67,44
0:42:00,0,1,1,1,1,0,1,1,0,0,1,1,12,8,66.67,92
0:42:00,1,0,1,0,1,0,1,1,1,0,1,1,12,8,66.67,70
0:43:00,1,1,0,0,1,1,1,1,0,1,1,0,12,8,66.67,34
0:43:00,0,1,1,,1,1,1,1,0,1,0,1,11,8,66.67,
0:43:00,0,1,0,0,1,1,1,1,0,1,1,1,12,8,66.67,29
0:43:00,1,0,1,0,0,1,1,0,1,1,1,1,12,8,66.67,54
0:43:00,1,1,1,0,0,1,1,1,1,0,1,0,12,8,66.67,53
0:43:00,0,1,1,0,1,0,0,1,1,1,1,1,12,8,66.67,52
0:43:00,0,0,1,0,0,1,1,1,1,1,1,1,12,8,66.67,52
0:44:00,1,1,0,1,1,0,1,0,1,1,1,0,12,8,66.67,34
0:44:00,0,1,0,1,1,0,1,1,0,1,1,1,12,8,66.67,39
0:44:00,1,1,1,0,1,0,1,0,1,1,0,1,12,8,66.67,92
0:44:00,0,1,1,0,1,0,1,1,1,0,1,1,12,8,66.67,100
0:44:00,0,1,1,0,1,0,1,1,1,1,1,0,12,8,66.67,54
0:45:00,0,0,1,0,1,1,1,1,0,1,1,1,12,8,66.67,36
0:45:00,1,1,1,0,1,0,1,1,0,1,1,0,12,8,66.67,59
0:45:00,1,0,0,0,1,0,1,1,1,1,1,1,12,8,66.67,79
0:45:00,1,0,1,0,1,0,1,1,1,1,0,1,12,8,66.67,62
0:45:00,0,1,0,0,1,0,1,1,1,1,1,1,12,8,66.67,95
0:45:00,0,0,1,0,1,0,1,1,1,1,1,1,12,8,66.67,34
0:45:00,0,0,1,1,1,0,1,1,0,1,1,1,12,8,66.67,9
0:46:00,1,1,1,1,0,0,1,1,0,1,1,0,12,8,66.67,37
0:46:00,1,0,1,0,1,0,1,1,1,1,1,0,12,8,66.67,67
0:46:00,1,0,1,0,1,1,1,0,0,1,1,1,12,8,66.67,78
0:46:00,0,1,1,1,0,0,1,1,0,1,1,1,12,8,66.67,34
0:46:00,0,0,1,0,1,1,1,1,1,1,1,0,12,8,66.67,39
0:46:00,1,0,1,0,1,0,1,1,1,1,1,0,12,8,66.67,55
0:47:00,1,1,1,1,0,0,1,1,1,1,0,0,12,8,66.67,29
0:48:00,1,1,1,0,1,0,1,1,0,1,1,0,12,8,66.67,78
0:49:00,1,1,0,0,1,0,1,1,0,1,1,1,12,8,66.67,79
0:49:00,1,0,1,1,0,1,1,0,1,1,1,0,12,8,66.67,50
0:49:00,0,1,1,1,1,0,1,1,1,1,0,0,12,8,66.67,27
0:49:00,0,0,0,1,1,0,1,1,1,1,1,1,12,8,66.67,12
0:49:00,1,1,1,0,0,1,1,1,1,1,0,0,12,8,66.67,
0:50:00,1,0,1,0,1,1,1,1,0,1,0,1,12,8,66.67,62
0:50:00,1,0,1,0,1,0,1,1,0,1,1,1,12,8,66.67,67
0:50:00,1,1,0,0,1,0,1,1,0,1,1,1,12,8,66.67,54
0:50:00,1,0,1,0,1,1,1,0,0,1,1,1,12,8,66.67,90
0:51:00,0,1,1,0,1,0,1,0,1,1,1,1,12,8,66.67,100
0:52:00,0,1,0,0,1,1,1,1,,1,1,1,11,8,66.67,90
0:52:00,1,1,1,1,0,1,1,1,0,0,1,0,12,8,66.67,95
0:52:00,0,0,1,0,1,1,1,1,0,1,1,1,12,8,66.67,77
0:53:00,0,1,0,0,1,1,1,1,1,0,1,1,12,8,66.67,47
0:53:00,0,1,0,,1,0,1,1,1,1,1,1,11,8,66.67,90
0:53:00,1,1,0,0,1,0,1,0,1,1,1,1,12,8,66.67,57
0:54:00,0,1,1,0,0,1,1,1,1,1,1,0,12,8,66.67,0
0:56:00,1,1,1,1,0,0,1,1,0,1,1,0,12,8,66.67,87
8:58:00,0,1,1,,0,1,0,1,1,1,1,1,11,8,66.67,67
51:46:00,1,0,1,0,0,1,1,1,1,1,1,,11,8,66.67,34
0:23:00,1,1,1,1,1,0,1,1,1,0,1,0,12,9,75,100
0:26:00,1,0,0,0,1,1,1,1,1,1,1,1,12,9,75,82
0:28:00,1,0,1,0,1,1,0,1,1,1,1,1,12,9,75,47
0:28:00,0,1,1,1,1,0,1,1,1,0,1,1,12,9,75,52
0:28:00,1,0,1,0,1,1,1,0,1,1,1,1,12,9,75,
0:29:00,1,1,1,,0,1,1,0,1,1,1,1,11,9,75,79
0:29:00,1,1,1,1,0,0,1,0,1,1,1,1,12,9,75,60
0:30:00,1,0,1,0,1,0,1,1,1,1,1,1,12,9,75,57
0:32:00,1,1,0,0,0,1,1,1,1,1,1,1,12,9,75,17
0:32:00,1,0,1,0,1,1,1,1,1,1,1,0,12,9,75,55
0:33:00,0,1,1,1,1,0,1,1,1,0,1,1,12,9,75,47
0:33:00,0,1,1,1,1,0,1,1,1,1,1,0,12,9,75,80
0:33:00,1,1,1,0,0,1,1,1,1,0,1,1,12,9,75,
0:34:00,1,1,1,0,1,0,1,1,0,1,1,1,12,9,75,54
0:34:00,1,0,1,0,1,0,1,1,1,1,1,1,12,9,75,69
0:34:00,1,0,1,0,1,1,1,1,0,1,1,1,12,9,75,82
0:34:00,0,1,1,1,1,0,1,1,1,1,1,0,12,9,75,79
0:34:00,1,1,1,1,0,1,1,1,0,1,1,0,12,9,75,84
0:34:00,1,1,0,0,1,0,1,1,1,1,1,1,12,9,75,52
0:35:00,1,0,1,0,1,0,1,1,1,1,1,1,12,9,75,45
0:35:00,1,1,1,0,1,0,1,1,1,0,1,1,12,9,75,19
0:35:00,0,1,1,0,1,0,1,1,1,1,1,1,12,9,75,79
0:35:00,0,0,1,0,1,1,1,1,1,1,1,1,12,9,75,49
0:35:00,1,1,1,0,0,1,1,1,1,0,1,1,12,9,75,
0:35:00,1,1,1,0,0,0,1,1,1,1,1,1,12,9,75,48
0:35:00,1,0,0,0,1,1,1,1,1,1,1,1,12,9,75,61
0:35:00,1,1,1,0,0,1,1,1,1,1,0,1,12,9,75,20
0:35:00,1,0,1,1,1,0,0,1,1,1,1,1,12,9,75,
0:36:00,1,0,1,0,1,1,1,1,1,,1,1,11,9,75,77
0:36:00,0,0,1,0,1,1,1,1,1,1,1,1,12,9,75,
0:36:00,1,1,1,0,1,0,1,0,1,1,1,1,12,9,75,79
0:36:00,1,0,1,1,1,0,1,1,1,1,1,0,12,9,75,31
0:37:00,0,1,1,0,1,0,1,1,1,1,1,1,12,9,75,80
0:37:00,0,1,1,1,1,1,1,1,0,1,0,1,12,9,75,24
0:37:00,1,0,1,0,1,0,1,1,1,1,1,1,12,9,75,86
0:37:00,0,1,1,1,1,0,1,1,0,1,1,1,12,9,75,15
0:37:00,0,1,1,0,1,1,1,1,0,1,1,1,12,9,75,2
0:37:00,1,0,1,1,1,0,1,1,1,0,1,1,12,9,75,100
0:37:00,0,0,1,0,1,1,1,1,1,1,1,1,12,9,75,62
0:37:00,0,0,1,0,1,1,1,1,1,1,1,1,12,9,75,40
0:37:00,0,1,1,1,1,0,1,1,1,0,1,1,12,9,75,88
0:38:00,0,1,1,0,1,0,1,1,1,1,1,1,12,9,75,92
0:38:00,1,1,1,0,1,1,1,1,0,1,1,0,12,9,75,44
0:38:00,1,1,1,0,1,0,1,1,1,1,1,0,12,9,75,79
0:38:00,1,1,1,1,1,0,1,0,1,1,1,0,12,9,75,52
0:38:00,0,0,1,1,1,1,1,1,0,1,1,1,12,9,75,43
0:38:00,1,0,1,0,1,1,1,0,1,1,1,1,12,9,75,25
0:39:00,0,1,1,1,1,1,1,1,0,1,0,1,12,9,75,45
0:39:00,0,1,1,1,1,1,0,1,1,1,1,0,12,9,75,84
0:39:00,0,1,0,0,1,1,1,1,1,1,1,1,12,9,75,37
0:39:00,0,1,0,0,1,1,1,1,1,1,1,1,12,9,75,17
0:39:00,0,1,1,1,1,1,1,1,0,1,1,0,12,9,75,52
0:39:00,1,1,1,1,0,0,1,1,0,1,1,1,12,9,75,82
0:39:00,1,1,1,0,1,0,1,1,1,1,1,0,12,9,75,71
0:39:00,1,0,1,0,1,0,1,1,1,1,1,1,12,9,75,93
0:40:00,1,1,1,0,1,0,1,1,0,1,1,1,12,9,75,50
0:40:00,0,1,0,0,1,1,1,1,1,1,1,1,12,9,75,67
0:40:00,1,1,1,0,1,0,1,1,1,1,1,0,12,9,75,79
0:40:00,1,0,1,0,1,1,1,1,1,1,1,0,12,9,75,61
0:40:00,1,1,1,1,1,0,1,0,1,1,1,0,12,9,75,60
0:40:00,0,0,1,0,1,1,1,1,1,1,1,1,12,9,75,62
0:40:00,1,1,0,1,1,1,0,1,1,1,1,0,12,9,75,79
0:40:00,1,1,1,1,1,1,0,0,0,1,1,1,12,9,75,77
0:40:00,0,1,1,0,1,1,1,1,1,1,1,0,12,9,75,41
0:40:00,1,0,1,0,1,1,1,1,1,1,1,0,12,9,75,87
0:40:00,0,0,1,0,1,1,1,1,1,1,1,1,12,9,75,47
0:41:00,1,1,1,1,0,0,1,1,0,1,1,1,12,9,75,87
0:41:00,0,0,1,0,1,1,1,1,1,1,1,1,12,9,75,82
0:41:00,1,0,1,0,1,1,1,1,1,1,1,0,12,9,75,82
0:41:00,1,1,1,1,1,0,1,0,1,0,1,1,12,9,75,100
0:41:00,1,0,1,0,1,1,1,0,1,1,1,1,12,9,75,38
0:41:00,1,1,0,1,1,1,1,1,1,0,1,0,12,9,75,67
0:41:00,0,1,1,0,1,0,1,1,1,1,1,1,12,9,75,
0:41:00,1,1,0,1,1,1,1,0,1,1,1,0,12,9,75,87
0:41:00,0,1,0,1,1,0,1,1,1,1,1,1,12,9,75,100
0:42:00,1,1,1,1,,,1,1,1,1,1,0,10,9,75,
0:42:00,0,1,1,0,1,1,1,1,1,1,1,0,12,9,75,87
0:42:00,0,1,1,0,1,1,1,1,0,1,1,1,12,9,75,67
0:42:00,1,1,1,0,0,1,1,1,1,1,0,1,12,9,75,55
0:42:00,0,0,1,0,1,1,1,1,1,1,1,1,12,9,75,33
0:42:00,1,0,1,0,1,1,1,1,1,1,1,0,12,9,75,34
0:42:00,1,0,1,0,0,1,1,1,1,1,1,1,12,9,75,47
0:42:00,1,1,1,0,1,1,1,1,0,1,0,1,12,9,75,
0:42:00,1,1,1,0,1,1,1,1,0,1,0,1,12,9,75,
0:43:00,1,1,1,0,1,1,0,1,,1,1,1,11,9,75,66
0:43:00,0,1,1,1,1,0,1,0,1,1,1,1,12,9,75,89
0:43:00,0,1,1,0,1,0,1,1,1,1,1,1,12,9,75,100
0:43:00,1,1,0,1,1,1,1,0,0,1,1,1,12,9,75,20
0:43:00,1,1,1,0,1,0,1,0,1,1,1,1,12,9,75,32
0:44:00,0,0,1,1,0,1,1,1,1,1,1,1,12,9,75,55
0:44:00,0,1,1,0,1,1,1,1,1,1,1,0,12,9,75,57
0:44:00,1,1,0,0,1,1,1,1,1,1,1,0,12,9,75,12
0:44:00,0,1,1,0,1,1,1,0,1,1,1,1,12,9,75,95
0:44:00,0,1,1,1,1,0,1,1,1,0,1,1,12,9,75,79
0:44:00,0,1,1,1,1,0,1,1,1,0,1,1,12,9,75,88
0:45:00,0,1,1,1,1,0,1,0,1,1,1,1,12,9,75,90
0:45:00,0,1,1,1,1,1,1,1,0,1,1,0,12,9,75,39
0:45:00,1,1,1,1,1,0,1,1,1,1,0,0,12,9,75,47
0:45:00,0,0,1,1,1,0,1,1,1,1,1,1,12,9,75,91
0:45:00,0,1,1,0,0,1,1,1,1,1,1,1,12,9,75,52
0:45:00,1,0,1,0,0,1,1,1,1,1,1,1,12,9,75,20
0:45:00,1,1,0,0,1,0,1,1,1,1,1,1,12,9,75,90
0:45:00,1,1,1,1,1,1,1,0,0,1,0,1,12,9,75,74
0:45:00,0,0,1,1,1,1,1,0,1,1,1,1,12,9,75,4
0:45:00,1,1,1,0,1,1,1,1,0,1,1,0,12,9,75,17
0:45:00,1,1,1,0,1,1,1,1,0,1,1,0,12,9,75,14
0:45:00,1,1,1,0,1,0,1,1,1,1,1,0,12,9,75,82
