Duración,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,Respondidas,Puntaje,Nota,Certamen 1
0:45:00,0,0,0,1,1,1,1,1,1,1,1,1,12,9,75,
0:46:00,1,1,1,1,1,0,1,0,0,1,1,1,12,9,75,22
0:46:00,1,1,0,1,1,0,1,1,0,1,1,1,12,9,75,87
0:46:00,1,1,0,0,1,1,1,0,1,1,1,1,12,9,75,
0:46:00,0,0,1,0,1,1,1,1,1,1,1,1,12,9,75,80
0:46:00,1,0,1,1,1,0,1,1,1,1,0,1,12,9,75,77
0:46:00,1,1,0,0,1,1,1,1,0,1,1,1,12,9,75,62
0:47:00,1,1,0,0,1,0,1,1,1,1,1,1,12,9,75,62
0:47:00,1,1,1,1,1,1,0,1,1,0,1,0,12,9,75,
0:48:00,1,0,0,1,1,1,1,1,0,1,1,1,12,9,75,77
0:48:00,0,1,1,1,1,1,1,1,1,1,0,0,12,9,75,85
0:48:00,1,0,1,0,1,1,1,0,1,1,1,1,12,9,75,32
0:48:00,1,1,0,0,1,1,1,0,1,1,1,1,12,9,75,
0:48:00,0,0,1,0,1,1,1,1,1,1,1,1,12,9,75,79
0:49:00,1,0,1,0,1,1,1,1,0,1,1,1,12,9,75,50
0:49:00,1,0,1,0,0,1,1,1,1,1,1,1,12,9,75,27
0:49:00,1,1,1,1,0,0,1,1,0,1,1,1,12,9,75,92
0:50:00,1,0,1,0,1,1,1,1,1,1,1,0,12,9,75,0
0:50:00,1,1,0,1,0,1,1,1,1,0,1,1,12,9,75,39
0:50:00,0,1,1,0,1,0,1,1,1,1,1,1,12,9,75,93
0:50:00,1,1,1,0,1,0,1,1,1,0,1,1,12,9,75,19
0:51:00,1,0,1,1,1,1,1,0,1,1,1,0,12,9,75,57
0:52:00,1,1,0,1,0,0,1,1,1,1,1,1,12,9,75,22
0:54:00,0,1,1,0,1,1,1,1,0,1,1,1,12,9,75,46
0:54:00,0,0,1,0,1,1,1,1,1,1,1,1,12,9,75,11
0:54:00,0,0,1,0,1,1,1,1,1,1,1,1,12,9,75,20
0:55:00,0,0,1,0,1,1,1,1,1,1,1,1,12,9,75,87
0:55:00,1,1,1,1,0,0,1,1,0,1,1,1,12,9,75,95
0:56:00,1,1,1,1,1,1,1,0,1,1,0,0,12,9,75,100
0:58:00,0,1,1,1,1,0,1,1,1,1,1,0,12,9,75,88
0:24:00,1,1,1,0,1,1,1,0,1,1,1,1,12,10,83.33,
0:28:00,1,0,0,1,1,1,1,1,1,1,1,1,12,10,83.33,79
0:29:00,1,1,1,1,1,1,1,0,1,1,1,0,12,10,83.33,90
0:30:00,1,0,1,0,1,1,1,1,1,1,1,1,12,10,83.33,95
0:30:00,1,1,1,0,1,0,1,1,1,1,1,1,12,10,83.33,65
0:31:00,1,0,1,1,1,0,1,1,1,1,1,1,12,10,83.33,
0:32:00,1,0,0,1,1,1,1,1,1,1,1,1,12,10,83.33,37
0:33:00,1,1,1,0,1,1,1,1,0,1,1,1,12,10,83.33,95
0:33:00,1,1,1,1,1,0,1,1,1,1,1,0,12,10,83.33,21
0:33:00,1,0,1,0,1,1,1,1,1,1,1,1,12,10,83.33,98
0:34:00,1,1,1,0,1,1,1,1,1,1,1,0,12,10,83.33,55
0:34:00,1,1,1,1,1,0,1,1,1,1,1,0,12,10,83.33,60
0:34:00,1,1,1,0,1,1,1,0,1,1,1,1,12,10,83.33,95
0:34:00,1,1,1,1,1,1,1,0,0,1,1,1,12,10,83.33,62
0:34:00,0,1,1,1,0,1,1,1,1,1,1,1,12,10,83.33,71
0:34:00,1,1,1,1,1,0,1,1,1,1,0,1,12,10,83.33,51
0:34:00,0,1,1,1,1,1,1,1,1,1,1,0,12,10,83.33,29
0:34:00,1,0,1,0,1,1,1,1,1,1,1,1,12,10,83.33,52
0:35:00,1,1,1,0,1,1,1,1,0,1,1,1,12,10,83.33,57
0:35:00,1,0,1,1,0,1,1,1,1,1,1,1,12,10,83.33,39
0:35:00,0,1,1,1,1,1,1,1,1,1,1,0,12,10,83.33,
0:35:00,0,0,1,1,1,1,1,1,1,1,1,1,12,10,83.33,51
0:36:00,1,0,1,1,1,0,1,1,1,1,1,1,12,10,83.33,92
0:36:00,1,1,1,0,1,1,0,1,1,1,1,1,12,10,83.33,41
0:36:00,1,1,1,0,1,1,1,1,1,0,1,1,12,10,83.33,
0:36:00,0,1,1,1,1,1,1,1,0,1,1,1,12,10,83.33,87
0:36:00,1,1,0,1,1,1,1,1,1,1,1,0,12,10,83.33,87
0:37:00,1,1,1,1,0,1,1,1,1,0,1,1,12,10,83.33,38
0:37:00,1,0,1,0,1,1,1,1,1,1,1,1,12,10,83.33,34
0:37:00,0,1,1,0,1,1,1,1,1,1,1,1,12,10,83.33,
0:37:00,0,1,1,0,1,1,1,1,1,1,1,1,12,10,83.33,
0:38:00,0,0,1,1,1,1,1,1,1,1,1,1,12,10,83.33,51
0:38:00,1,1,1,0,1,0,1,1,1,1,1,1,12,10,83.33,90
0:39:00,1,1,1,1,1,0,1,1,0,1,1,1,12,10,83.33,35
0:39:00,1,1,1,0,1,0,1,1,1,1,1,1,12,10,83.33,25
0:39:00,1,1,1,0,1,1,0,1,1,1,1,1,12,10,83.33,80
0:39:00,1,1,0,1,1,0,1,1,1,1,1,1,12,10,83.33,82
0:39:00,1,1,1,0,0,1,1,1,1,1,1,1,12,10,83.33,4
0:40:00,1,1,1,0,1,1,1,1,0,1,1,1,12,10,83.33,97
0:40:00,1,1,1,1,1,0,1,0,1,1,1,1,12,10,83.33,100
0:40:00,1,1,1,1,0,1,1,1,1,0,1,1,12,10,83.33,72
0:40:00,1,0,0,1,1,1,1,1,1,1,1,1,12,10,83.33,92
0:40:00,1,1,0,0,1,1,1,1,1,1,1,1,12,10,83.33,90
0:40:00,1,1,1,1,1,0,1,1,1,0,1,1,12,10,83.33,22
0:41:00,1,1,1,1,1,1,1,1,0,1,1,0,12,10,83.33,40
0:41:00,1,1,1,1,1,1,1,0,0,1,1,1,12,10,83.33,
0:41:00,1,0,1,1,1,0,1,1,1,1,1,1,12,10,83.33,67
0:41:00,1,1,1,0,1,1,0,1,1,1,1,1,12,10,83.33,80
0:41:00,1,1,1,0,0,1,1,1,1,1,1,1,12,10,83.33,32
0:41:00,1,1,1,0,1,0,1,1,1,1,1,1,12,10,83.33,77
0:42:00,1,1,1,0,1,0,1,1,1,1,1,1,12,10,83.33,58
0:42:00,0,1,1,1,1,1,1,1,1,1,1,0,12,10,83.33,60
0:42:00,0,1,1,1,1,1,1,1,1,1,1,0,12,10,83.33,80
0:43:00,1,0,1,,1,1,1,1,1,1,1,1,11,10,83.33,79
0:43:00,0,1,1,1,1,1,1,1,0,1,1,1,12,10,83.33,45
0:43:00,0,1,1,1,1,1,1,1,0,1,1,1,12,10,83.33,55
0:43:00,1,1,1,0,1,1,1,1,0,1,1,1,12,10,83.33,95
0:43:00,1,0,1,0,1,1,1,1,1,1,1,1,12,10,83.33,38
0:43:00,1,0,1,0,1,1,1,1,1,1,1,1,12,10,83.33,27
0:43:00,1,1,1,1,1,0,1,1,1,1,1,0,12,10,83.33,55
0:44:00,1,1,1,0,0,1,1,1,1,1,1,1,12,10,83.33,25
0:44:00,1,1,1,1,1,1,1,1,0,1,1,0,12,10,83.33,0
0:44:00,1,1,1,0,1,0,1,1,1,1,1,1,12,10,83.33,49
0:44:00,0,1,1,1,1,1,1,0,1,1,1,1,12,10,83.33,100
0:45:00,0,1,1,1,1,0,1,1,1,1,1,1,12,10,83.33,
0:45:00,1,1,1,1,1,0,1,1,0,1,1,1,12,10,83.33,50
0:45:00,1,1,1,1,1,1,1,1,1,1,0,0,12,10,83.33,66
0:45:00,0,1,1,1,1,1,1,1,1,1,1,0,12,10,83.33,60
0:45:00,0,1,0,1,1,1,1,1,1,1,1,1,12,10,83.33,77
0:45:00,0,1,1,1,1,1,1,1,1,1,1,0,12,10,83.33,90
0:45:00,1,1,1,0,1,1,1,1,1,1,1,0,12,10,83.33,72
0:45:00,1,1,1,0,1,1,1,1,1,1,1,0,12,10,83.33,95
0:46:00,1,1,1,1,0,1,1,1,1,1,1,0,12,10,83.33,73
0:46:00,1,1,1,1,1,1,1,1,0,1,1,0,12,10,83.33,52
0:46:00,0,1,1,0,1,1,1,1,1,1,1,1,12,10,83.33,92
0:47:00,1,1,1,0,1,0,1,1,1,1,1,1,12,10,83.33,85
0:47:00,1,1,0,0,1,1,1,1,1,1,1,1,12,10,83.33,82
0:48:00,1,1,1,0,1,0,1,1,1,1,1,1,12,10,83.33,100
0:48:00,1,1,1,1,1,1,1,0,0,1,1,1,12,10,83.33,49
0:48:00,1,1,1,1,1,1,1,0,0,1,1,1,12,10,83.33,95
0:48:00,1,0,1,1,1,1,1,1,1,1,1,0,12,10,83.33,46
0:48:00,0,1,1,0,1,1,1,1,1,1,1,1,12,10,83.33,
0:49:00,0,1,1,0,1,1,1,1,1,1,1,1,12,10,83.33,100
0:51:00,0,1,1,1,1,1,1,1,1,1,1,0,12,10,83.33,14
0:51:00,1,1,1,1,1,0,1,1,1,1,0,1,12,10,83.33,57
0:53:00,1,1,1,1,0,0,1,1,1,1,1,1,12,10,83.33,90
0:53:00,1,1,1,0,1,1,1,1,1,1,1,0,12,10,83.33,20
0:53:00,0,1,1,1,1,0,1,1,1,1,1,1,12,10,83.33,65
0:54:00,1,1,1,1,1,0,1,1,1,0,1,1,12,10,83.33,98
0:56:00,1,1,1,1,1,0,1,1,1,0,1,1,12,10,83.33,27
19:03:00,1,1,1,1,1,1,0,1,1,1,1,0,12,10,83.33,70
0:29:00,1,1,1,0,1,1,1,1,1,1,1,1,12,11,91.67,79
0:30:00,1,1,1,,1,1,1,1,1,1,1,1,11,11,91.67,100
0:31:00,1,1,1,0,1,1,1,1,1,1,1,1,12,11,91.67,77
0:32:00,1,1,1,0,1,1,1,1,1,1,1,1,12,11,91.67,79
0:34:00,1,1,1,1,1,1,1,1,0,1,1,1,12,11,91.67,39
0:35:00,1,1,1,1,1,1,1,0,1,1,1,1,12,11,91.67,35
0:35:00,1,1,1,1,1,0,1,1,1,1,1,1,12,11,91.67,80
0:35:00,1,1,1,0,1,1,1,1,1,1,1,1,12,11,91.67,100
0:35:00,0,1,1,1,1,1,1,1,1,1,1,1,12,11,91.67,8
0:36:00,1,1,1,1,1,1,1,1,0,1,1,1,12,11,91.67,100
0:37:00,0,1,1,1,1,1,1,1,1,1,1,1,12,11,91.67,54
0:37:00,1,1,1,1,1,1,1,1,0,1,1,1,12,11,91.67,55
0:37:00,0,1,1,1,1,1,1,1,1,1,1,1,12,11,91.67,49
0:37:00,1,1,1,0,1,1,1,1,1,1,1,1,12,11,91.67,
0:38:00,1,1,0,1,1,1,1,1,1,1,1,1,12,11,91.67,18
0:39:00,1,1,1,0,1,1,1,1,1,1,1,1,12,11,91.67,95
0:39:00,1,1,1,0,1,1,1,1,1,1,1,1,12,11,91.67,82
0:39:00,1,1,1,0,1,1,1,1,1,1,1,1,12,11,91.67,100
0:40:00,1,1,1,1,1,0,1,1,1,1,1,1,12,11,91.67,87
0:40:00,1,1,1,0,1,1,1,1,1,1,1,1,12,11,91.67,62
0:40:00,1,1,1,1,1,0,1,1,1,1,1,1,12,11,91.67,93
0:40:00,1,1,1,1,1,1,1,1,1,0,1,1,12,11,91.67,57
0:41:00,1,1,1,1,1,1,1,1,1,1,1,0,12,11,91.67,85
0:41:00,1,1,1,1,1,1,0,1,1,1,1,1,12,11,91.67,85
0:42:00,1,1,1,1,1,0,1,1,1,1,1,1,12,11,91.67,95
0:42:00,1,1,1,1,1,0,1,1,1,1,1,1,12,11,91.67,54
0:42:00,1,1,1,1,1,0,1,1,1,1,1,1,12,11,91.67,87
0:43:00,1,1,1,1,1,1,1,1,1,0,1,1,12,11,91.67,84
0:43:00,1,1,1,0,1,1,1,1,1,1,1,1,12,11,91.67,
0:43:00,1,1,1,1,1,1,1,1,0,1,1,1,12,11,91.67,95
0:43:00,1,1,1,1,0,1,1,1,1,1,1,1,12,11,91.67,41
0:44:00,1,1,1,1,1,1,1,1,0,1,1,1,12,11,91.67,90
0:44:00,1,1,1,1,1,0,1,1,1,1,1,1,12,11,91.67,
0:44:00,1,1,1,1,1,1,1,1,1,0,1,1,12,11,91.67,48
0:45:00,1,1,1,1,1,1,1,1,1,1,1,0,12,11,91.67,95
0:45:00,0,1,1,1,1,1,1,1,1,1,1,1,12,11,91.67,51
0:46:00,1,1,1,0,1,1,1,1,1,1,1,1,12,11,91.67,89
0:46:00,1,1,1,0,1,1,1,1,1,1,1,1,12,11,91.67,43
0:46:00,1,1,1,1,1,1,1,1,1,1,1,0,12,11,91.67,54
0:46:00,1,1,1,1,1,1,1,1,1,1,1,0,12,11,91.67,32
0:47:00,1,1,1,1,1,0,1,1,1,1,1,1,12,11,91.67,66
0:47:00,1,1,1,0,1,1,1,1,1,1,1,1,12,11,91.67,60
0:47:00,1,1,1,1,1,1,1,1,1,1,1,0,12,11,91.67,
0:48:00,1,1,1,1,1,0,1,1,1,1,1,1,12,11,91.67,72
0:48:00,1,1,1,0,1,1,1,1,1,1,1,1,12,11,91.67,66
0:48:00,1,1,1,1,1,1,1,1,1,1,1,0,12,11,91.67,95
0:49:00,1,1,1,1,1,0,1,1,1,1,1,1,12,11,91.67,46
0:49:00,1,1,0,1,1,1,1,1,1,1,1,1,12,11,91.67,69
0:49:00,1,1,1,1,1,1,1,1,1,0,1,1,12,11,91.67,55
0:49:00,1,1,1,1,1,1,1,1,1,1,1,0,12,11,91.67,79
0:49:00,1,1,1,0,1,1,1,1,1,1,1,1,12,11,91.67,
0:52:00,1,1,1,0,1,1,1,1,1,1,1,1,12,11,91.67,93
0:53:00,1,1,1,0,1,1,1,1,1,1,1,1,12,11,91.67,82
0:53:00,1,1,1,1,1,1,1,1,1,1,1,0,12,11,91.67,82
0:53:00,1,1,1,0,1,1,1,1,1,1,1,1,12,11,91.67,88
0:54:00,1,1,1,0,1,1,1,1,1,1,1,1,12,11,91.67,20
0:54:00,1,1,1,1,1,1,1,1,1,0,1,1,12,11,91.67,33
0:55:00,1,1,1,0,1,1,1,1,1,1,1,1,12,11,91.67,55
1:06:00,0,1,1,1,1,1,1,1,1,1,1,1,12,11,91.67,80
9:03:00,1,1,1,1,1,1,1,1,1,1,1,,11,11,91.67,95
0:25:00,1,1,1,1,1,1,1,1,1,1,1,1,12,12,100,92
0:27:00,1,1,1,1,1,1,1,1,1,1,1,1,12,12,100,90
0:32:00,1,1,1,1,1,1,1,1,1,1,1,1,12,12,100,
0:34:00,1,1,1,1,1,1,1,1,1,1,1,1,12,12,100,100
0:36:00,1,1,1,1,1,1,1,1,1,1,1,1,12,12,100,
0:37:00,1,1,1,1,1,1,1,1,1,1,1,1,12,12,100,41
0:37:00,1,1,1,1,1,1,1,1,1,1,1,1,12,12,100,92
0:43:00,1,1,1,1,1,1,1,1,1,1,1,1,12,12,100,93
0:43:00,1,1,1,1,1,1,1,1,1,1,1,1,12,12,100,
0:43:00,1,1,1,1,1,1,1,1,1,1,1,1,12,12,100,
0:43:00,1,1,1,1,1,1,1,1,1,1,1,1,12,12,100,47
0:43:00,1,1,1,1,1,1,1,1,1,1,1,1,12,12,100,
0:43:00,1,1,1,1,1,1,1,1,1,1,1,1,12,12,100,98
0:44:00,1,1,1,1,1,1,1,1,1,1,1,1,12,12,100,92
0:44:00,1,1,1,1,1,1,1,1,1,1,1,1,12,12,100,
0:44:00,1,1,1,1,1,1,1,1,1,1,1,1,12,12,100,
0:47:00,1,1,1,1,1,1,1,1,1,1,1,1,12,12,100,49
0:47:00,1,1,1,1,1,1,1,1,1,1,1,1,12,12,100,76
0:47:00,1,1,1,1,1,1,1,1,1,1,1,1,12,12,100,95
0:48:00,1,1,1,1,1,1,1,1,1,1,1,1,12,12,100,27
0:48:00,1,1,1,1,1,1,1,1,1,1,1,1,12,12,100,75
0:49:00,1,1,1,1,1,1,1,1,1,1,1,1,12,12,100,3
0:49:00,1,1,1,1,1,1,1,1,1,1,1,1,12,12,100,76
0:50:00,1,1,1,1,1,1,1,1,1,1,1,1,12,12,100,
0:50:00,1,1,1,1,1,1,1,1,1,1,1,1,12,12,100,70
