Duración,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,Respondidas,Puntaje,Nota,Puntaje Ponderado,Puntaje NEM,Puntaje Ranking,Puntaje Lenguaje,Puntaje Matemática M1,Puntaje Matemática M2,Certamen 1,Abstracción,Descomposición,Patrones,Algoritmos,Aprobación C1,Nota Final,Aprobación Asignatura
0:29:00,0,1,1,0,1,0,1,,,,,,7,4,33.33,709.8,900,1000,663,567,477,29,33.33333333,0,33.33333333,66.66666667,0,64,1
0:33:00,0,,,,1,1,,1,,0,,1,6,4,33.33,,,,,,,19,33.33333333,66.66666667,33.33333333,0,0,27,0
0:43:00,1,0,0,1,1,1,,,,,,,6,4,33.33,684.2,814,836,788,645,369,,66.66666667,0,33.33333333,33.33333333,0,2,0
0:49:00,0,1,1,1,,,1,,,,,,5,4,33.33,755.5,886,946,745,728,459,72,0,0,33.33333333,100,1,86,1
0:42:00,,1,1,1,1,0,,,,,,,5,4,33.33,636.5,895,931,649,499,385,,33.33333333,0,0,100,0,1,0
0:19:00,0,0,0,0,1,1,0,0,0,0,1,1,12,4,33.33,611,681,697,649,595,369,13,66.66666667,33.33333333,33.33333333,16.66666667,0,28,0
0:19:00,0,0,0,0,0,0,1,0,1,1,1,0,12,4,33.33,729.3,808,818,701,780,459,,33.33333333,33.33333333,66.66666667,16.66666667,0,28,0
0:25:00,1,0,0,0,1,1,0,0,0,1,0,0,12,4,33.33,0,851,976,701,595,0,,66.66666667,33.33333333,33.33333333,16.66666667,0,0,0
0:27:00,1,0,0,0,1,0,1,0,1,0,0,0,12,4,33.33,631,742,757,663,609,385,28,66.66666667,0,66.66666667,16.66666667,0,14,0
0:28:00,1,0,0,0,1,0,0,1,0,1,0,0,12,4,33.33,849,922,963,788,909,472,11,66.66666667,66.66666667,0,16.66666667,0,6,0
0:36:00,0,0,0,0,0,0,1,0,1,0,1,1,12,4,33.33,646.7,722,722,663,659,428,,33.33333333,33.33333333,66.66666667,16.66666667,0,74,1
0:37:00,0,0,0,0,1,0,1,0,1,1,0,0,12,4,33.33,602.9,857,1000,551,413,313,,33.33333333,33.33333333,66.66666667,16.66666667,0,0,0
0:38:00,1,0,0,0,0,0,1,0,1,1,0,0,12,4,33.33,0,951,1000,589,595,444,22,33.33333333,33.33333333,66.66666667,16.66666667,0,11,0
0:39:00,0,1,0,0,1,0,0,0,0,1,0,1,12,4,33.33,746.3,828,854,683,801,516,,33.33333333,66.66666667,0,50,0,72,1
0:40:00,0,0,0,0,0,1,1,1,0,1,0,0,12,4,33.33,,,,,,,29,0,66.66666667,66.66666667,16.66666667,0,68,1
0:41:00,0,1,0,0,0,0,0,0,1,0,1,1,12,4,33.33,681,785,807,649,609,369,0,33.33333333,33.33333333,33.33333333,50,0,2,0
0:41:00,0,0,0,0,0,0,1,1,0,0,1,1,12,4,33.33,693.8,886,955,674,595,428,,33.33333333,66.66666667,33.33333333,16.66666667,0,0,0
0:42:00,0,0,0,0,0,1,1,1,0,0,1,0,12,4,33.33,765.9,771,860,714,877,444,82,33.33333333,33.33333333,66.66666667,16.66666667,1,81,1
0:44:00,1,0,0,0,0,0,1,0,0,0,1,1,12,4,33.33,599.2,680,680,714,526,413,,66.66666667,33.33333333,33.33333333,16.66666667,0,0,0
0:44:00,0,0,0,0,0,1,1,0,0,1,1,0,12,4,33.33,,,,,,,37,33.33333333,33.33333333,66.66666667,16.66666667,0,64,1
0:44:00,0,0,0,1,0,0,1,0,0,1,1,0,12,4,33.33,826.2,808,823,674,994,650,95,33.33333333,33.33333333,33.33333333,50,1,94,1
0:46:00,0,0,0,0,0,1,1,1,0,1,0,0,12,4,33.33,,,,,,,,0,66.66666667,66.66666667,16.66666667,0,0,0
0:46:00,0,0,0,0,1,0,0,1,1,1,0,0,12,4,33.33,593.7,736,823,508,467,0,,33.33333333,66.66666667,33.33333333,16.66666667,0,5,0
0:48:00,0,0,0,0,1,0,1,1,0,0,1,0,12,4,33.33,751.7,880,1000,714,704,459,81,66.66666667,33.33333333,33.33333333,16.66666667,1,83,1
0:49:00,1,0,0,0,0,0,1,1,1,0,0,0,12,4,33.33,591.8,765,815,596,430,430,1,33.33333333,33.33333333,66.66666667,16.66666667,0,1,0
0:51:00,0,0,0,0,0,0,1,0,0,1,1,1,12,4,33.33,,,,,,,,33.33333333,66.66666667,33.33333333,16.66666667,0,0,0
0:52:00,0,0,0,0,0,0,0,1,0,1,1,1,12,4,33.33,698.8,837,859,683,659,459,19,33.33333333,100,0,16.66666667,0,32,0
0:52:00,0,0,0,0,0,0,1,1,0,1,1,0,12,4,33.33,720.7,942,969,816,588,477,26,33.33333333,66.66666667,33.33333333,16.66666667,0,66,1
0:53:00,0,1,0,0,0,1,0,1,0,1,0,0,12,4,33.33,657.2,814,821,633,579,472,12,0,66.66666667,33.33333333,50,0,16,0
0:55:00,0,1,0,0,0,1,1,0,0,1,0,0,12,4,33.33,773.1,879,906,633,814,569,12,0,33.33333333,66.66666667,50,0,6,0
0:57:00,0,1,0,0,0,0,1,1,0,0,1,0,12,4,33.33,571.9,542,542,649,588,0,2,33.33333333,33.33333333,33.33333333,50,0,1,0
0:57:00,1,0,0,0,0,0,1,1,0,1,0,0,12,4,33.33,,,,,,,,33.33333333,66.66666667,33.33333333,16.66666667,0,0,0
1:00:00,1,0,0,0,1,0,1,1,0,0,0,0,12,4,33.33,779.5,893,959,912,728,585,64,66.66666667,33.33333333,33.33333333,16.66666667,1,76,1
1:00:00,0,0,0,0,0,1,1,1,0,0,0,1,12,4,33.33,656.2,851,857,674,491,369,1,0,66.66666667,66.66666667,16.66666667,0,1,0
1:01:00,0,0,0,0,1,0,0,1,0,1,1,0,12,4,33.33,720.1,856,865,622,675,675,11,66.66666667,66.66666667,0,16.66666667,0,6,0
1:03:00,0,1,0,0,0,0,0,1,0,1,1,0,12,4,33.33,720.9,793,790,649,743,647,22,33.33333333,66.66666667,0,50,0,38,0
1:06:00,0,0,0,1,0,0,1,1,0,0,1,0,12,4,33.33,687.7,928,957,649,579,428,,33.33333333,33.33333333,33.33333333,50,0,,
1:07:00,0,0,0,0,1,0,1,1,0,1,0,0,12,4,33.33,773.1,907,1000,801,671,564,19,33.33333333,66.66666667,33.33333333,16.66666667,0,43,0
1:03:00,0,0,0,1,0,1,1,1,0,0,0,0,12,4,33.33,851.5,928,939,891,862,587,79,0,33.33333333,66.66666667,50,1,72,1
0:27:00,1,0,0,0,0,1,,1,0,0,0,1,11,4,33.33,,,,,,,84,33.33333333,66.66666667,33.33333333,16.66666667,1,72,1
0:36:00,1,0,0,0,0,1,0,1,0,,1,0,11,4,33.33,0,914,1000,701,681,351,57,66.66666667,33.33333333,33.33333333,16.66666667,1,66,1
0:57:00,0,1,0,,1,0,1,0,0,0,0,1,11,4,33.33,621.2,771,792,589,588,332,25,33.33333333,33.33333333,33.33333333,50,0,20,0
1:00:00,1,1,0,,0,0,1,0,0,1,0,0,11,4,33.33,758.3,870,909,663,757,545,25,33.33333333,33.33333333,33.33333333,50,0,29,0
0:45:00,0,1,0,,0,1,0,0,,0,1,1,10,4,33.33,846.1,856,876,912,949,609,67,33.33333333,33.33333333,33.33333333,50,1,77,1
0:38:00,0,0,0,,1,0,1,1,,0,,1,9,4,33.33,704.3,699,702,801,743,530,70,33.33333333,66.66666667,33.33333333,16.66666667,1,35,0
0:51:00,0,1,0,,1,0,1,0,,,1,,8,4,33.33,824.6,965,1000,775,790,578,45,66.66666667,0,33.33333333,50,0,79,1
0:43:00,1,0,0,,,,1,1,1,,,,6,4,33.33,673.4,794,845,801,609,385,,33.33333333,33.33333333,66.66666667,16.66666667,0,36,0
0:20:00,1,0,0,0,1,1,1,0,0,0,1,0,12,5,41.67,756.7,895,1000,788,695,428,,100,0,66.66666667,0,0,73,1
0:27:00,1,0,1,0,0,0,1,1,0,0,1,0,12,5,41.67,609.3,808,858,606,507,399,6,66.66666667,33.33333333,33.33333333,33.33333333,0,40,0
0:32:00,1,0,1,0,1,0,1,0,0,0,1,0,12,5,41.67,759.9,942,1000,872,619,413,,100,0,33.33333333,33.33333333,0,0,0
0:33:00,0,0,1,0,0,0,1,1,1,0,0,1,12,5,41.67,685.3,828,880,702,571,571,63,0,66.66666667,66.66666667,33.33333333,1,76,1
0:34:00,0,0,1,0,0,0,1,0,0,1,1,1,12,5,41.67,,,,,,,0,33.33333333,66.66666667,33.33333333,33.33333333,0,0,0
0:35:00,0,1,1,0,0,0,0,1,0,1,1,0,12,5,41.67,644.4,636,642,853,681,459,,33.33333333,66.66666667,0,66.66666667,0,9,0
0:35:00,0,0,1,0,0,1,1,1,0,1,0,0,12,5,41.67,,,,,,,1,0,66.66666667,66.66666667,33.33333333,0,1,0
0:36:00,0,0,1,0,1,0,1,0,0,0,1,1,12,5,41.67,,,,,,,64,66.66666667,33.33333333,33.33333333,33.33333333,1,69,1
0:37:00,1,0,1,0,0,0,1,1,0,0,0,1,12,5,41.67,0,715,735,582,467,332,0,33.33333333,66.66666667,33.33333333,33.33333333,0,0,0
0:39:00,0,0,1,1,0,0,1,1,0,1,0,0,12,5,41.67,815.9,900,913,834,846,516,77,0,66.66666667,33.33333333,66.66666667,1,80,1
0:40:00,0,1,0,0,0,0,1,1,1,0,1,0,12,5,41.67,0,886,897,633,526,385,15,33.33333333,33.33333333,66.66666667,33.33333333,0,17,0
0:40:00,0,1,1,0,1,0,0,0,0,1,1,0,12,5,41.67,662.6,722,731,701,659,474,5,66.66666667,33.33333333,0,66.66666667,0,3,0
0:41:00,0,0,1,0,0,0,1,1,1,0,1,0,12,5,41.67,574.9,708,711,619,507,385,0,33.33333333,33.33333333,66.66666667,33.33333333,0,1,0
0:41:00,0,0,1,0,0,1,1,0,0,0,1,1,12,5,41.67,673.9,837,838,701,567,428,,33.33333333,33.33333333,66.66666667,33.33333333,0,0,0
0:42:00,0,0,0,0,0,0,1,1,1,1,1,0,12,5,41.67,761.2,951,978,729,728,399,62,33.33333333,66.66666667,66.66666667,0,1,72,1
0:43:00,0,0,0,0,1,0,1,0,1,1,1,0,12,5,41.67,0,664,669,564,595,332,8,66.66666667,33.33333333,66.66666667,0,0,56,1
0:43:00,0,1,1,0,0,0,1,0,0,1,1,0,12,5,41.67,643.6,765,793,512,619,494,36,33.33333333,33.33333333,33.33333333,66.66666667,0,67,1
0:43:00,0,0,1,0,0,0,0,1,1,0,1,1,12,5,41.67,0,865,888,801,588,369,67,33.33333333,66.66666667,33.33333333,33.33333333,1,76,1
0:44:00,1,0,0,0,1,0,1,1,0,0,1,0,12,5,41.67,706.4,886,947,761,609,399,40,100,33.33333333,33.33333333,0,0,62,1
0:45:00,1,0,0,0,0,0,0,1,0,1,1,1,12,5,41.67,678,865,887,701,567,493,61,66.66666667,100,0,0,1,57,1
0:47:00,1,0,0,0,1,0,1,0,0,1,1,0,12,5,41.67,679.6,799,817,745,609,459,65,100,33.33333333,33.33333333,0,1,65,1
0:47:00,0,0,1,1,0,0,1,1,0,1,0,0,12,5,41.67,641.4,779,792,663,595,516,7,0,66.66666667,33.33333333,66.66666667,0,4,0
0:50:00,0,0,1,0,0,1,1,1,1,0,0,0,12,5,41.67,627,842,849,674,491,428,5,0,33.33333333,100,33.33333333,0,4,0
0:51:00,0,0,1,0,0,0,0,1,1,1,1,0,12,5,41.67,511.2,526,527,582,480,472,25,33.33333333,66.66666667,33.33333333,33.33333333,0,25,0
0:51:00,0,0,1,0,0,0,1,1,1,1,0,0,12,5,41.67,772.8,922,950,729,728,545,79,0,66.66666667,66.66666667,33.33333333,1,85,1
0:52:00,0,0,1,0,0,0,1,1,0,1,0,1,12,5,41.67,663.2,922,982,606,526,351,10,0,100,33.33333333,33.33333333,0,23,0
0:54:00,0,1,1,0,0,0,1,0,0,1,0,1,12,5,41.67,702.6,922,930,589,567,516,5,0,66.66666667,33.33333333,66.66666667,0,62,1
0:55:00,0,0,1,0,1,0,0,1,0,1,0,1,12,5,41.67,746.7,727,726,701,862,558,21,33.33333333,100,0,33.33333333,0,12,0
0:58:00,1,1,0,0,1,0,1,0,0,0,1,0,12,5,41.67,603.2,529,529,674,715,483,0,100,0,33.33333333,33.33333333,0,0,0
0:59:00,1,1,1,0,0,0,1,0,0,0,0,1,12,5,41.67,,,,,,,61,33.33333333,33.33333333,33.33333333,66.66666667,1,68,1
1:02:00,0,0,1,1,0,0,1,1,0,0,1,0,12,5,41.67,713.7,837,842,663,728,444,81,33.33333333,33.33333333,33.33333333,66.66666667,1,80,1
1:02:00,1,0,1,0,0,0,0,1,0,0,1,1,12,5,41.67,758.8,727,736,745,814,692,55,66.66666667,66.66666667,0,33.33333333,1,66,1
1:02:00,1,0,1,0,0,0,1,1,0,1,0,0,12,5,41.67,654.7,622,636,853,695,493,0,33.33333333,66.66666667,33.33333333,33.33333333,0,0,0
0:28:00,0,0,,0,1,0,1,0,1,0,1,1,11,5,41.67,,,,,,,11,66.66666667,33.33333333,66.66666667,0,0,6,0
0:49:00,0,1,1,0,0,1,1,0,,1,0,0,11,5,41.67,729.9,942,986,729,609,504,29,0,33.33333333,66.66666667,66.66666667,0,38,0
1:00:00,0,,1,0,1,0,1,0,1,0,1,0,11,5,41.67,771.5,879,886,683,814,587,6,66.66666667,0,66.66666667,33.33333333,0,41,0
0:44:00,1,0,1,0,,0,1,0,1,,1,0,10,5,41.67,662.6,823,835,761,595,385,29,66.66666667,0,66.66666667,33.33333333,0,74,1
0:51:00,0,1,1,,0,0,1,1,,1,0,0,10,5,41.67,,,,,,,,0,66.66666667,33.33333333,66.66666667,0,0,0
0:59:00,0,1,1,0,0,0,1,0,1,1,,,10,5,41.67,,,,,,,6,0,33.33333333,66.66666667,66.66666667,0,44,0
1:03:00,1,0,1,0,0,0,,1,,1,1,0,10,5,41.67,704.4,865,906,683,659,369,55,66.66666667,66.66666667,0,33.33333333,1,68,1
0:35:00,1,1,0,0,1,0,1,0,1,,,,9,5,41.67,647.1,785,824,663,579,369,,66.66666667,0,66.66666667,33.33333333,0,9,0
0:37:00,1,1,1,0,1,0,1,0,,,0,,9,5,41.67,796.1,713,724,816,949,681,,66.66666667,0,33.33333333,66.66666667,0,19,0
0:43:00,1,1,1,0,0,0,1,1,0,,,,9,5,41.67,774.5,736,736,872,846,609,,33.33333333,33.33333333,33.33333333,66.66666667,0,84,1
0:45:00,0,1,1,0,0,1,1,0,1,,,,9,5,41.67,771.8,951,1000,801,704,444,84,0,0,100,66.66666667,1,92,1
0:29:00,0,1,1,0,1,1,1,0,,,,,8,5,41.67,663.5,815,861,633,619,413,59,33.33333333,0,66.66666667,66.66666667,1,68,1
0:43:00,0,1,1,0,1,1,1,0,,,,,8,5,41.67,667.1,837,878,663,579,459,,33.33333333,0,66.66666667,66.66666667,0,61,1
1:06:00,,0,1,,1,,1,1,1,,,,6,5,41.67,792.1,942,958,801,780,472,9,33.33333333,33.33333333,66.66666667,33.33333333,0,6,0
1:03:00,,,1,1,1,1,1,,,,,,5,5,41.67,569.1,429,434,891,601,418,16,33.33333333,0,66.66666667,66.66666667,0,12,0
0:26:00,0,0,0,0,1,1,0,1,0,1,1,0,12,5,41.67,652.7,793,790,786,494,494,35,66.66666667,66.66666667,33.33333333,16.66666667,0,68,1
0:29:00,0,1,0,0,0,0,1,0,1,0,1,1,12,5,41.67,596,586,586,692,631,444,31,33.33333333,33.33333333,66.66666667,50,0,21,0
0:30:00,0,0,0,0,0,1,1,1,0,1,0,1,12,5,41.67,,,,,,,19,0,100,66.66666667,16.66666667,0,10,0
0:31:00,0,0,0,0,0,0,1,1,1,1,1,0,12,5,41.67,640.9,713,713,649,645,428,1,33.33333333,66.66666667,66.66666667,16.66666667,0,1,0
0:32:00,0,0,0,0,1,1,1,1,0,0,0,1,12,5,41.67,669.3,751,756,683,671,444,,33.33333333,66.66666667,66.66666667,16.66666667,0,29,0
0:34:00,0,0,0,0,1,1,1,0,0,1,1,0,12,5,41.67,622.5,828,841,683,491,413,12,66.66666667,33.33333333,66.66666667,16.66666667,0,8,0
0:34:00,0,0,0,0,1,0,1,1,1,1,0,0,12,5,41.67,510.4,675,700,521,424,292,,33.33333333,66.66666667,66.66666667,16.66666667,0,0,0
0:35:00,1,0,0,0,0,1,1,0,0,1,1,0,12,5,41.67,789,814,832,701,877,558,95,66.66666667,33.33333333,66.66666667,16.66666667,1,73,1
0:37:00,0,1,0,0,0,1,1,1,1,0,0,0,12,5,41.67,652.3,722,722,701,671,369,,0,33.33333333,100,50,0,44,0
0:37:00,0,1,0,1,0,0,1,1,1,0,0,0,12,5,41.67,647.4,799,825,697,536,536,,0,33.33333333,66.66666667,83.33333333,0,36,0
0:37:00,1,0,0,0,0,0,1,1,0,0,1,1,12,5,41.67,583,594,594,633,579,385,0,66.66666667,66.66666667,33.33333333,16.66666667,0,0,0
0:37:00,0,1,0,0,1,0,0,0,0,1,1,1,12,5,41.67,,,,,,,40,66.66666667,66.66666667,0,50,0,44,0
0:37:00,0,0,0,0,1,0,1,1,0,1,1,0,12,5,41.67,691.5,870,943,775,595,399,55,66.66666667,66.66666667,33.33333333,16.66666667,1,67,1
0:38:00,1,0,0,0,0,0,1,1,0,1,1,0,12,5,41.67,623.8,643,641,747,659,522,,66.66666667,66.66666667,33.33333333,16.66666667,0,35,0
0:39:00,0,0,0,0,1,0,1,0,1,1,0,1,12,5,41.67,686.9,736,772,692,681,522,,33.33333333,66.66666667,66.66666667,16.66666667,0,67,1
0:40:00,0,0,0,0,0,0,1,1,1,1,0,1,12,5,41.67,767.1,922,971,745,743,428,17,0,100,66.66666667,16.66666667,0,50,0
0:40:00,1,0,0,0,1,0,0,1,0,1,1,0,12,5,41.67,,,,,,,0,100,66.66666667,0,16.66666667,0,0,0
0:40:00,0,1,0,0,0,1,1,1,0,0,1,0,12,5,41.67,645.7,851,881,674,539,369,20,33.33333333,33.33333333,66.66666667,50,0,60,1
0:41:00,0,1,0,0,1,0,1,1,0,1,0,0,12,5,41.67,794.9,879,976,816,790,504,40,33.33333333,66.66666667,33.33333333,50,0,78,1
0:41:00,0,1,0,0,0,0,1,1,0,1,0,1,12,5,41.67,844.6,928,930,788,928,545,80,0,100,33.33333333,50,1,78,1
0:41:00,1,0,0,0,0,0,1,0,0,1,1,1,12,5,41.67,662.9,722,726,692,695,472,80,66.66666667,66.66666667,33.33333333,16.66666667,1,57,1
0:41:00,0,0,0,0,1,0,1,0,0,1,1,1,12,5,41.67,0,671,671,619,715,472,6,66.66666667,66.66666667,33.33333333,16.66666667,0,10,0
0:42:00,0,0,0,0,1,0,1,1,0,1,1,0,12,5,41.67,0,907,920,761,688,504,63,66.66666667,66.66666667,33.33333333,16.66666667,1,79,1
0:43:00,0,0,0,0,1,0,1,1,1,0,1,0,12,5,41.67,655.6,699,702,551,681,399,5,66.66666667,33.33333333,66.66666667,16.66666667,0,3,0
0:44:00,0,0,0,0,1,1,0,1,1,1,0,0,12,5,41.67,766.8,814,821,834,790,578,39,33.33333333,66.66666667,66.66666667,16.66666667,0,66,1
0:44:00,1,0,0,0,0,0,1,1,0,1,1,0,12,5,41.67,758.8,865,900,663,780,587,66,66.66666667,66.66666667,33.33333333,16.66666667,1,71,1
0:45:00,0,0,0,0,0,0,1,1,1,1,0,1,12,5,41.67,623.1,808,861,596,491,472,17,0,100,66.66666667,16.66666667,0,19,0
0:46:00,1,0,0,0,0,1,0,0,1,0,1,1,12,5,41.67,592.9,636,635,508,601,558,,66.66666667,33.33333333,66.66666667,16.66666667,0,0,0
0:48:00,1,0,0,0,0,1,0,1,1,0,1,0,12,5,41.67,,,,,,,,66.66666667,33.33333333,66.66666667,16.66666667,0,0,0
0:48:00,1,1,0,0,0,0,0,0,0,1,1,1,12,5,41.67,,,,,,,5,66.66666667,66.66666667,0,50,0,3,0
0:49:00,0,0,0,0,1,1,0,0,1,1,1,0,12,5,41.67,782.7,886,888,761,790,623,30,66.66666667,33.33333333,66.66666667,16.66666667,0,30,0
0:50:00,0,0,0,0,0,0,1,1,1,0,1,1,12,5,41.67,633.9,664,664,714,601,399,9,33.33333333,66.66666667,66.66666667,16.66666667,0,5,0
0:50:00,1,0,0,0,0,0,1,1,0,0,1,1,12,5,41.67,,,,,,,,66.66666667,66.66666667,33.33333333,16.66666667,0,0,0
0:50:00,1,0,0,0,0,0,1,1,1,0,1,0,12,5,41.67,750.2,914,1000,710,614,614,30,66.66666667,33.33333333,66.66666667,16.66666667,0,46,0
0:51:00,0,1,0,0,1,0,1,0,0,1,1,0,12,5,41.67,765.5,856,859,801,757,530,79,66.66666667,33.33333333,33.33333333,50,1,85,1
0:51:00,1,1,0,0,0,1,0,0,0,1,1,0,12,5,41.67,607.4,742,742,663,567,332,52,66.66666667,33.33333333,33.33333333,50,0,50,0
0:52:00,1,0,0,0,0,1,1,1,1,0,0,0,12,5,41.67,753.2,879,991,834,681,351,61,33.33333333,33.33333333,100,16.66666667,1,71,1
0:53:00,0,0,0,0,0,0,1,1,1,1,1,0,12,5,41.67,0,951,960,745,862,0,99,33.33333333,66.66666667,66.66666667,16.66666667,1,88,1
0:53:00,0,1,0,0,1,0,1,1,0,0,1,0,12,5,41.67,748,922,978,692,671,558,71,66.66666667,33.33333333,33.33333333,50,1,83,1
0:54:00,0,0,0,0,1,0,1,1,0,1,1,0,12,5,41.67,704.7,922,970,574,631,444,15,66.66666667,66.66666667,33.33333333,16.66666667,0,52,0
0:56:00,0,0,0,1,0,1,1,0,0,0,1,1,12,5,41.67,,,,,,,51,33.33333333,33.33333333,66.66666667,50,0,72,1
0:57:00,0,1,0,0,0,0,0,1,1,1,1,0,12,5,41.67,741.1,856,873,649,780,504,21,33.33333333,66.66666667,33.33333333,50,0,12,0
0:57:00,0,1,0,0,1,0,1,0,0,1,1,0,12,5,41.67,604.3,671,673,551,579,332,11,66.66666667,33.33333333,33.33333333,50,0,6,0
0:58:00,0,0,0,1,0,1,1,0,0,0,1,1,12,5,41.67,709.3,814,866,788,671,493,10,33.33333333,33.33333333,66.66666667,50,0,5,0
0:58:00,0,0,0,0,0,0,1,1,0,1,1,1,12,5,41.67,0,965,981,761,681,428,10,33.33333333,100,33.33333333,16.66666667,0,39,0
0:59:00,0,1,0,0,0,0,1,1,0,1,1,0,12,5,41.67,815.6,907,951,627,819,819,66,33.33333333,66.66666667,33.33333333,50,1,77,1
1:00:00,0,1,0,0,0,0,1,0,0,1,1,1,12,5,41.67,610.1,828,859,551,491,385,12,33.33333333,66.66666667,33.33333333,50,0,51,0
1:01:00,0,0,0,0,1,0,0,1,1,1,0,1,12,5,41.67,0,808,827,536,516,399,1,33.33333333,100,33.33333333,16.66666667,0,1,0
1:01:00,1,0,0,0,0,1,1,1,0,0,1,0,12,5,41.67,841.5,937,1000,761,769,569,38,66.66666667,33.33333333,66.66666667,16.66666667,0,66,1
1:03:00,0,0,0,0,1,0,1,1,0,0,1,1,12,5,41.67,825.7,951,1000,801,790,637,69,66.66666667,66.66666667,33.33333333,16.66666667,1,81,1
1:03:00,0,0,0,0,1,1,1,1,0,1,0,0,12,5,41.67,717.8,542,542,606,971,692,55,33.33333333,66.66666667,66.66666667,16.66666667,1,66,1
0:49:00,0,0,0,0,1,0,1,1,1,,1,0,11,5,41.67,607.6,636,636,633,671,369,23,66.66666667,33.33333333,66.66666667,16.66666667,0,12,0
0:44:00,1,1,0,0,1,0,,,1,0,1,0,10,5,41.67,741.3,751,769,834,801,483,6,100,0,33.33333333,50,0,44,0
0:44:00,0,0,0,,0,1,1,1,1,,1,0,10,5,41.67,629.3,715,742,714,588,444,25,33.33333333,33.33333333,100,16.66666667,0,15,0
1:00:00,0,,0,1,0,0,1,1,,1,1,0,10,5,41.67,,,,,,,8,33.33333333,66.66666667,33.33333333,50,0,75,1
0:45:00,0,0,0,0,1,1,1,1,0,1,,,10,5,41.67,,,,,,,5,33.33333333,66.66666667,66.66666667,16.66666667,0,3,0
0:29:00,0,0,0,0,1,1,1,1,1,,,,9,5,41.67,592.8,743,753,633,507,385,1,33.33333333,33.33333333,100,16.66666667,0,1,0
0:43:00,0,1,0,1,1,0,1,1,0,,,,9,5,41.67,719.1,793,804,801,728,459,78,33.33333333,33.33333333,33.33333333,83.33333333,1,61,1
0:31:00,0,1,0,1,1,1,1,,,,,,7,5,41.67,884.7,994,1000,872,862,661,80,33.33333333,0,66.66666667,83.33333333,1,87,1
0:18:00,0,0,0,0,1,0,1,1,0,1,1,1,12,6,50.00,717.2,856,911,596,704,428,,66.66666667,100,33.33333333,0,0,3,0
0:30:00,1,1,1,0,0,0,1,1,0,0,1,0,12,6,50.00,632.1,582,641,674,659,578,,66.66666667,33.33333333,33.33333333,66.66666667,0,36,0
0:32:00,0,1,1,0,0,0,1,1,0,0,1,1,12,6,50.00,,,,,,,24,33.33333333,66.66666667,33.33333333,66.66666667,0,28,0
0:33:00,0,1,1,0,0,0,1,1,0,1,1,0,12,6,50.00,823.4,879,903,853,862,650,87,33.33333333,66.66666667,33.33333333,66.66666667,1,69,1
0:34:00,0,0,1,0,0,1,1,1,0,0,1,1,12,6,50.00,755.6,828,831,692,846,558,66,33.33333333,66.66666667,66.66666667,33.33333333,1,33,0
0:34:00,0,0,1,0,0,0,1,1,1,1,1,0,12,6,50.00,620.6,519,519,834,688,413,4,33.33333333,66.66666667,66.66666667,33.33333333,0,2,0
0:35:00,0,1,1,0,1,0,0,0,0,1,1,1,12,6,50.00,733.3,771,775,683,790,530,82,66.66666667,66.66666667,0,66.66666667,1,68,1
0:35:00,0,0,1,0,0,0,1,1,0,1,1,1,12,6,50.00,812.7,837,856,816,862,650,76,33.33333333,100,33.33333333,33.33333333,1,83,1
0:38:00,0,1,1,0,0,0,0,1,0,1,1,1,12,6,50.00,674.6,843,900,633,588,493,,33.33333333,100,0,66.66666667,0,75,1
0:41:00,0,0,1,0,1,0,1,0,1,1,1,0,12,6,50.00,750.6,856,938,775,743,385,,66.66666667,33.33333333,66.66666667,33.33333333,0,0,0
0:41:00,0,1,1,0,1,0,1,0,1,0,1,0,12,6,50.00,615.5,664,672,683,631,413,,66.66666667,0,66.66666667,66.66666667,0,14,0
0:41:00,0,1,1,0,1,0,1,0,0,1,0,1,12,6,50.00,755.4,713,715,816,877,596,60,33.33333333,66.66666667,33.33333333,66.66666667,1,41,0
0:42:00,1,1,0,0,1,0,0,0,0,1,1,1,12,6,50.00,686.2,779,797,664,651,651,73,100,66.66666667,0,33.33333333,1,71,1
0:42:00,0,0,1,1,0,0,1,1,1,1,0,0,12,6,50.00,799,842,880,761,830,625,42,0,66.66666667,66.66666667,66.66666667,0,67,1
0:43:00,1,0,0,0,1,0,0,1,1,0,1,1,12,6,50.00,748.5,879,958,788,671,332,55,100,66.66666667,33.33333333,0,1,69,1
0:43:00,1,1,1,0,1,0,1,0,0,0,1,0,12,6,50.00,,,,,,,77,100,0,33.33333333,66.66666667,1,76,1
0:44:00,0,1,1,0,0,0,1,0,1,1,0,1,12,6,50.00,883,942,1000,701,971,661,100,0,66.66666667,66.66666667,66.66666667,1,98,1
0:44:00,1,0,1,0,0,1,1,1,0,1,0,0,12,6,50.00,,,,,,,52,33.33333333,66.66666667,66.66666667,33.33333333,0,72,1
0:45:00,0,0,1,0,0,0,1,1,1,1,0,1,12,6,50.00,652.3,799,851,574,539,292,,0,100,66.66666667,33.33333333,0,0,0
0:45:00,0,1,1,0,1,0,1,0,1,1,0,0,12,6,50.00,,,,,,,33,33.33333333,33.33333333,66.66666667,66.66666667,0,17,0
0:45:00,0,1,1,0,0,0,1,0,0,1,1,1,12,6,50.00,761.6,907,923,729,743,545,13,33.33333333,66.66666667,33.33333333,66.66666667,0,75,1
0:46:00,0,1,1,0,1,0,1,1,0,1,0,0,12,6,50.00,683.1,713,721,714,704,493,20,33.33333333,66.66666667,33.33333333,66.66666667,0,22,0
