Duración,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,Respondidas,Puntaje,Nota,Puntaje Ponderado,Puntaje NEM,Puntaje Ranking,Puntaje Lenguaje,Puntaje Matemática M1,Puntaje Matemática M2,Certamen 1,Abstracción,Descomposición,Patrones,Algoritmos,Aprobación C1,Nota Final,Aprobación Asignatura
0:46:00,0,0,1,0,1,1,1,1,1,0,0,0,12,6,50.00,591.5,743,768,663,507,369,30,33.33333333,33.33333333,100,33.33333333,0,29,0
0:47:00,0,1,1,0,0,0,1,1,0,0,1,1,12,6,50.00,746.6,870,905,816,695,493,69,33.33333333,66.66666667,33.33333333,66.66666667,1,67,1
0:47:00,1,0,1,0,0,0,0,1,0,1,1,1,12,6,50.00,,,,,,,74,66.66666667,100,0,33.33333333,1,72,1
0:48:00,1,1,1,0,0,0,0,1,0,1,1,0,12,6,50.00,734.3,842,906,816,681,413,32,66.66666667,66.66666667,0,66.66666667,0,80,1
0:49:00,0,0,1,0,1,0,1,1,1,0,1,0,12,6,50.00,773,914,965,775,769,428,22,66.66666667,33.33333333,66.66666667,33.33333333,0,59,1
0:49:00,0,1,1,1,0,1,1,0,1,0,0,0,12,6,50.00,828.4,823,896,763,892,655,84,0,0,100,100,1,75,1
0:50:00,0,0,1,0,0,0,1,1,1,1,0,1,12,6,50.00,582,699,711,596,516,459,19,0,100,66.66666667,33.33333333,0,19,0
0:51:00,0,1,1,0,0,1,1,1,0,1,0,0,12,6,50.00,0,914,1000,872,601,385,34,0,66.66666667,66.66666667,66.66666667,0,56,1
0:51:00,0,0,0,1,1,1,1,1,0,1,0,0,12,6,50.00,773.1,893,1000,788,743,516,23,33.33333333,66.66666667,66.66666667,33.33333333,0,29,0
0:52:00,0,0,1,0,0,1,1,0,1,1,1,0,12,6,50.00,690.2,751,772,729,681,508,20,33.33333333,33.33333333,100,33.33333333,0,14,0
0:52:00,0,1,1,0,0,0,1,1,1,1,0,0,12,6,50.00,0,970,1000,801,830,569,25,0,66.66666667,66.66666667,66.66666667,0,50,0
0:52:00,0,1,1,0,0,0,1,1,0,1,1,0,12,6,50.00,805.6,870,893,761,877,545,62,33.33333333,66.66666667,33.33333333,66.66666667,1,41,0
0:53:00,0,1,1,0,1,0,0,1,0,1,1,0,12,6,50.00,794.7,922,947,801,780,545,57,66.66666667,66.66666667,0,66.66666667,1,78,1
0:53:00,0,0,0,1,0,0,1,1,0,1,1,1,12,6,50.00,793.5,893,915,816,790,483,15,33.33333333,100,33.33333333,33.33333333,0,31,0
0:54:00,0,0,1,1,0,1,1,0,0,1,1,0,12,6,50.00,884.9,942,983,912,909,623,87,33.33333333,33.33333333,66.66666667,66.66666667,1,90,1
0:55:00,0,0,1,0,1,0,1,1,0,0,1,1,12,6,50.00,717.9,886,916,692,671,472,49,66.66666667,66.66666667,33.33333333,33.33333333,0,42,0
0:58:00,0,0,1,1,1,1,1,0,0,1,0,0,12,6,50.00,725.7,893,901,692,671,459,,33.33333333,33.33333333,66.66666667,66.66666667,0,0,0
0:58:00,1,0,1,0,0,0,1,1,0,1,0,1,12,6,50.00,643.2,815,861,649,579,399,7,33.33333333,100,33.33333333,33.33333333,0,4,0
0:59:00,0,0,1,1,0,0,0,1,0,1,1,1,12,6,50.00,687.8,914,938,674,567,472,43,33.33333333,100,0,66.66666667,0,30,0
1:02:00,0,1,1,0,1,1,1,1,0,0,0,0,12,6,50.00,782.3,893,907,788,780,569,67,33.33333333,33.33333333,66.66666667,66.66666667,1,83,1
1:02:00,1,0,1,0,0,1,1,1,0,1,0,0,12,6,50.00,492,0,0,714,452,413,11,33.33333333,66.66666667,66.66666667,33.33333333,0,21,0
1:03:00,1,1,1,0,0,0,1,0,0,1,1,0,12,6,50.00,567.3,671,672,596,499,385,64,66.66666667,33.33333333,33.33333333,66.66666667,1,52,0
1:04:00,0,1,1,0,1,0,1,0,0,1,1,0,12,6,50.00,830.9,793,793,872,971,569,47,66.66666667,33.33333333,33.33333333,66.66666667,0,80,1
0:57:00,0,0,1,0,1,0,1,1,0,1,1,0,12,6,50.00,835.8,886,894,834,909,558,82,66.66666667,66.66666667,33.33333333,33.33333333,1,77,1
0:49:00,1,1,1,0,1,0,1,1,,0,0,0,11,6,50.00,,,,,,,4,66.66666667,33.33333333,33.33333333,66.66666667,0,2,0
0:53:00,0,0,1,0,1,1,1,0,,0,1,1,11,6,50.00,714.7,900,910,747,576,576,26,66.66666667,33.33333333,66.66666667,33.33333333,0,38,0
1:04:00,1,1,1,0,0,1,1,1,,0,0,0,11,6,50.00,783.6,965,973,761,743,516,60,33.33333333,33.33333333,66.66666667,66.66666667,1,77,1
0:40:00,0,0,1,0,1,0,,1,,1,1,1,10,6,50.00,,,,,,,69,66.66666667,100,0,33.33333333,1,47,0
0:52:00,0,1,,,1,0,1,0,0,1,1,1,10,6,50.00,650.8,671,671,683,688,444,43,66.66666667,66.66666667,33.33333333,33.33333333,0,77,1
1:04:00,1,1,1,1,1,1,,0,,0,0,0,10,6,50.00,679.5,708,724,729,681,587,30,66.66666667,0,33.33333333,100,0,15,0
1:08:00,1,1,1,0,0,1,,1,0,,1,0,10,6,50.00,825.5,879,972,899,780,547,77,66.66666667,33.33333333,33.33333333,66.66666667,1,84,1
0:35:00,1,0,1,,1,0,1,1,,,0,1,9,6,50.00,641.6,757,871,619,567,430,,66.66666667,66.66666667,33.33333333,33.33333333,0,4,0
0:53:00,0,1,1,1,1,1,0,0,1,,,,9,6,50.00,544.8,636,672,565,456,456,,33.33333333,0,66.66666667,100,0,0,0
1:04:00,0,1,1,1,1,0,1,1,,,,,8,6,50.00,698.1,886,985,701,588,399,24,33.33333333,33.33333333,33.33333333,100,0,39,0
0:29:00,1,1,1,0,1,1,1,,,,,,7,6,50.00,546.5,524,524,649,588,413,43,66.66666667,0,66.66666667,66.66666667,0,86,1
0:28:00,0,0,0,0,1,0,1,1,1,1,0,1,12,6,50.00,701,729,844,564,757,504,95,33.33333333,100,66.66666667,16.66666667,1,73,1
0:28:00,0,0,0,0,1,0,1,1,0,1,1,1,12,6,50.00,759.3,914,941,775,743,472,74,66.66666667,100,33.33333333,16.66666667,1,80,1
0:28:00,1,1,0,0,1,0,1,1,0,0,1,0,12,6,50.00,650.9,785,825,649,631,413,,100,33.33333333,33.33333333,50,0,33,0
0:30:00,0,1,0,1,0,1,0,1,0,1,1,0,12,6,50.00,,,,,,,,33.33333333,66.66666667,33.33333333,83.33333333,0,0,0
0:32:00,1,0,0,0,1,1,1,0,0,0,1,1,12,6,50.00,655.9,829,883,582,507,0,12,100,33.33333333,66.66666667,16.66666667,0,13,0
0:32:00,0,0,0,0,1,0,1,1,1,1,0,1,12,6,50.00,676.8,558,558,589,909,444,42,33.33333333,100,66.66666667,16.66666667,0,39,0
0:33:00,0,0,0,0,0,0,1,1,1,1,1,1,12,6,50.00,,,,,,,0,33.33333333,100,66.66666667,16.66666667,0,0,0
0:33:00,0,1,0,0,0,0,1,1,0,1,1,1,12,6,50.00,,,,,,,100,33.33333333,100,33.33333333,50,1,83,1
0:33:00,0,1,0,1,1,0,1,0,0,1,1,0,12,6,50.00,723.4,771,775,745,743,596,,66.66666667,33.33333333,33.33333333,83.33333333,0,81,1
0:34:00,0,1,0,0,0,0,1,1,1,1,1,0,12,6,50.00,676.2,608,608,745,780,558,,33.33333333,66.66666667,66.66666667,50,0,99,1
0:34:00,1,0,0,0,1,1,0,1,0,1,0,1,12,6,50.00,0,785,788,853,728,530,8,66.66666667,100,33.33333333,16.66666667,0,4,0
0:35:00,0,1,0,0,0,0,1,1,1,1,1,0,12,6,50.00,,,,,,,,33.33333333,66.66666667,66.66666667,50,0,0,0
0:36:00,0,0,0,1,1,0,1,0,0,1,1,1,12,6,50.00,815.4,893,901,714,909,578,69,66.66666667,66.66666667,33.33333333,50,1,35,0
0:37:00,1,0,0,1,1,0,0,1,0,1,1,0,12,6,50.00,,,,,,,76,100,66.66666667,0,50,1,80,1
0:37:00,1,1,0,0,1,0,1,1,0,0,0,1,12,6,50.00,651.9,785,914,717,493,493,62,66.66666667,66.66666667,33.33333333,50,1,66,1
0:38:00,1,0,0,0,1,0,1,1,1,1,0,0,12,6,50.00,772.5,856,889,816,790,516,95,66.66666667,66.66666667,66.66666667,16.66666667,1,96,1
0:39:00,0,1,0,0,1,0,1,0,0,1,1,1,12,6,50.00,836.4,956,1000,775,846,569,86,66.66666667,66.66666667,33.33333333,50,1,91,1
0:39:00,0,0,0,0,0,1,1,1,0,1,1,1,12,6,50.00,669.7,842,883,692,595,428,40,33.33333333,100,66.66666667,16.66666667,0,20,0
0:40:00,1,0,0,0,1,0,1,1,0,1,1,0,12,6,50.00,731,879,884,649,715,444,32,100,66.66666667,33.33333333,16.66666667,0,75,1
0:41:00,0,0,0,0,1,0,1,1,0,1,1,1,12,6,50.00,788.5,956,1000,816,728,444,70,66.66666667,100,33.33333333,16.66666667,1,72,1
0:41:00,1,0,0,0,0,0,1,1,1,0,1,1,12,6,50.00,,,,,,,5,66.66666667,66.66666667,66.66666667,16.66666667,0,3,0
0:42:00,1,1,0,0,0,0,0,1,1,1,1,0,12,6,50.00,756.1,865,887,801,728,459,61,66.66666667,66.66666667,33.33333333,50,1,67,1
0:43:00,1,0,0,1,1,0,0,0,1,1,1,0,12,6,50.00,0,828,833,596,688,459,52,100,33.33333333,33.33333333,50,0,32,0
0:43:00,1,1,0,0,0,0,1,0,1,1,1,0,12,6,50.00,737.7,685,710,891,830,413,,66.66666667,33.33333333,66.66666667,50,0,0,0
0:43:00,0,1,0,0,1,0,1,1,0,1,0,1,12,6,50.00,728.5,851,876,816,715,399,22,33.33333333,100,33.33333333,50,0,11,0
0:44:00,0,1,0,0,0,1,1,0,0,1,1,1,12,6,50.00,715.4,886,1000,729,595,459,65,33.33333333,66.66666667,66.66666667,50,1,78,1
0:44:00,0,1,0,0,1,0,0,1,0,1,1,1,12,6,50.00,834.2,965,979,872,814,578,31,66.66666667,100,0,50,0,50,0
0:44:00,0,0,0,0,1,0,1,1,0,1,1,1,12,6,50.00,810.1,994,1000,674,814,459,59,66.66666667,100,33.33333333,16.66666667,1,79,1
0:44:00,0,0,0,0,1,0,1,1,0,1,1,1,12,6,50.00,756.2,842,886,775,769,483,7,66.66666667,100,33.33333333,16.66666667,0,59,1
0:44:00,0,1,0,0,0,1,1,1,1,0,0,1,12,6,50.00,746.1,636,636,761,877,623,65,0,66.66666667,100,50,1,69,1
0:45:00,1,0,0,0,1,1,1,1,0,1,0,0,12,6,50.00,0,914,932,761,877,530,53,66.66666667,66.66666667,66.66666667,16.66666667,0,67,1
0:46:00,0,0,0,1,0,1,1,1,0,1,1,0,12,6,50.00,736,900,939,701,681,459,74,33.33333333,66.66666667,66.66666667,50,1,71,1
0:46:00,0,1,0,1,0,0,1,1,0,1,1,0,12,6,50.00,705.4,736,770,745,688,651,24,33.33333333,66.66666667,33.33333333,83.33333333,0,21,0
0:46:00,0,0,0,0,0,0,1,1,1,1,1,1,12,6,50.00,,,,,,,69,33.33333333,100,66.66666667,16.66666667,1,73,1
0:47:00,1,1,0,0,0,1,1,1,0,1,0,0,12,6,50.00,,,,,,,,33.33333333,66.66666667,66.66666667,50,0,0,0
0:47:00,0,0,0,0,1,1,1,0,0,1,1,1,12,6,50.00,809.9,928,932,801,814,530,31,66.66666667,66.66666667,66.66666667,16.66666667,0,73,1
0:47:00,0,1,0,0,0,0,1,1,1,1,1,0,12,6,50.00,,,,,,,10,33.33333333,66.66666667,66.66666667,50,0,64,1
0:47:00,1,0,0,1,0,0,1,1,1,0,1,0,12,6,50.00,,,,,,,,66.66666667,33.33333333,66.66666667,50,0,0,0
0:47:00,0,0,0,0,1,0,1,1,1,0,1,1,12,6,50.00,739.4,793,811,683,801,530,16,66.66666667,66.66666667,66.66666667,16.66666667,0,13,0
0:47:00,0,1,0,0,1,0,0,1,1,0,1,1,12,6,50.00,856,937,970,834,928,578,47,66.66666667,66.66666667,33.33333333,50,0,77,1
0:48:00,0,0,0,1,1,1,1,1,0,0,1,0,12,6,50.00,800.5,928,942,788,769,483,50,66.66666667,33.33333333,66.66666667,50,0,70,1
0:49:00,0,1,0,0,1,0,1,1,0,1,1,0,12,6,50.00,662.3,580,580,834,660,660,57,66.66666667,66.66666667,33.33333333,50,1,48,0
0:49:00,1,0,0,0,1,0,1,0,1,0,1,1,12,6,50.00,779.2,907,964,872,715,444,32,100,33.33333333,66.66666667,16.66666667,0,71,1
0:49:00,1,0,0,0,1,1,1,1,0,1,0,0,12,6,50.00,771.5,842,852,663,769,472,35,66.66666667,66.66666667,66.66666667,16.66666667,0,55,1
0:51:00,0,0,0,1,1,0,1,1,1,0,1,0,12,6,50.00,746.6,722,720,805,814,585,3,66.66666667,33.33333333,66.66666667,50,0,2,0
0:54:00,0,0,0,1,0,0,1,1,0,1,1,1,12,6,50.00,767.2,951,1000,853,645,444,,33.33333333,100,33.33333333,50,0,0,0
0:54:00,0,1,0,0,1,0,1,1,0,0,1,1,12,6,50.00,802.4,856,889,742,846,565,64,66.66666667,66.66666667,33.33333333,50,1,69,1
0:55:00,1,0,0,1,0,0,1,1,1,1,0,0,12,6,50.00,770.3,842,850,891,780,530,60,33.33333333,66.66666667,66.66666667,50,1,44,0
0:57:00,0,1,0,0,0,1,0,1,1,1,1,0,12,6,50.00,764.1,751,774,662,892,597,0,33.33333333,66.66666667,66.66666667,50,0,0,0
0:58:00,1,1,0,1,1,0,1,1,0,0,0,0,12,6,50.00,777.8,808,862,872,769,610,79,66.66666667,33.33333333,33.33333333,83.33333333,1,84,1
0:59:00,1,0,0,0,1,0,1,1,1,0,1,0,12,6,50.00,824.3,900,953,801,862,493,26,100,33.33333333,66.66666667,16.66666667,0,67,1
1:00:00,0,0,0,0,0,0,1,1,1,1,1,1,12,6,50.00,632.4,736,734,521,645,477,0,33.33333333,100,66.66666667,16.66666667,0,0,0
1:00:00,1,0,0,0,1,0,0,1,1,1,0,1,12,6,50.00,0,736,744,596,671,428,,66.66666667,100,33.33333333,16.66666667,0,0,0
1:01:00,0,1,0,0,1,0,1,1,0,1,0,1,12,6,50.00,752.1,870,893,674,830,483,43,33.33333333,100,33.33333333,50,0,70,1
1:01:00,0,0,0,0,1,1,1,0,1,1,0,1,12,6,50.00,684.1,757,822,536,715,493,1,33.33333333,66.66666667,100,16.66666667,0,1,0
1:01:00,0,1,0,0,1,0,1,1,0,1,1,0,12,6,50.00,866.7,856,861,834,994,587,66,66.66666667,66.66666667,33.33333333,50,1,75,1
1:02:00,0,1,0,0,0,0,1,1,1,1,1,0,12,6,50.00,792.2,965,982,816,715,516,55,33.33333333,66.66666667,66.66666667,50,1,79,1
1:04:00,0,1,0,1,0,0,1,1,0,1,1,0,12,6,50.00,709.6,880,1000,701,601,483,37,33.33333333,66.66666667,33.33333333,83.33333333,0,74,1
1:06:00,0,1,0,0,,0,1,1,0,1,1,1,11,6,50.00,832.9,879,915,960,877,578,72,33.33333333,100,33.33333333,50,1,86,1
0:29:00,0,1,0,0,0,1,1,0,1,1,1,,11,6,50.00,576.4,613,652,483,595,482,9,33.33333333,33.33333333,100,50,0,5,0
0:33:00,0,1,0,0,1,0,1,1,1,1,,,10,6,50.00,702,787,834,692,659,545,0,33.33333333,66.66666667,66.66666667,50,0,0,0
0:50:00,1,1,0,1,1,0,1,,1,0,,,9,6,50.00,852.8,937,982,714,909,681,69,66.66666667,0,66.66666667,83.33333333,1,80,1
0:59:00,0,0,0,1,1,1,1,1,1,,,,9,6,50.00,754.4,808,792,788,790,600,,33.33333333,33.33333333,100,50,0,0,0
0:43:00,0,1,0,1,1,1,1,0,,1,,,9,6,50.00,754.4,886,946,761,715,530,,33.33333333,33.33333333,66.66666667,83.33333333,0,76,1
0:43:00,1,1,0,0,1,0,1,1,1,,,,9,6,50.00,779.8,823,830,872,769,647,82,66.66666667,33.33333333,66.66666667,50,1,74,1
0:29:00,1,0,1,0,1,0,1,0,1,1,1,0,12,7,58.33,797.7,779,833,717,830,707,57,100,33.33333333,66.66666667,33.33333333,1,47,0
0:29:00,1,0,1,0,1,0,1,0,0,1,1,1,12,7,58.33,815.9,907,957,729,814,721,77,100,66.66666667,33.33333333,33.33333333,1,83,1
0:30:00,0,0,1,1,1,1,0,1,0,1,0,1,12,7,58.33,,,,,,,47,33.33333333,100,33.33333333,66.66666667,0,24,0
0:34:00,0,1,1,1,1,0,1,1,0,1,0,0,12,7,58.33,791.5,851,876,853,846,530,87,33.33333333,66.66666667,33.33333333,100,1,93,1
0:35:00,0,0,1,0,1,0,1,1,0,1,1,1,12,7,58.33,690.3,680,712,834,743,504,28,66.66666667,100,33.33333333,33.33333333,0,14,0
0:35:00,0,1,1,0,1,0,1,1,1,1,0,0,12,7,58.33,795.6,851,861,816,830,650,,33.33333333,66.66666667,66.66666667,66.66666667,0,44,0
0:35:00,0,1,1,0,1,0,1,1,0,1,1,0,12,7,58.33,809,956,974,674,846,472,54,66.66666667,66.66666667,33.33333333,66.66666667,0,78,1
0:38:00,1,0,1,0,0,0,1,0,1,1,1,1,12,7,58.33,753.5,828,904,589,769,493,24,66.66666667,66.66666667,66.66666667,33.33333333,0,38,0
0:38:00,0,0,1,0,1,0,1,1,0,1,1,1,12,7,58.33,0,970,1000,891,830,596,71,66.66666667,100,33.33333333,33.33333333,1,89,1
0:39:00,1,1,1,0,1,0,0,0,1,1,1,0,12,7,58.33,0,742,742,775,743,516,94,100,33.33333333,33.33333333,66.66666667,1,82,1
0:40:00,1,1,1,0,0,1,1,0,0,1,1,0,12,7,58.33,798.1,970,1000,853,728,530,100,66.66666667,33.33333333,66.66666667,66.66666667,1,94,1
0:41:00,0,1,1,0,1,0,1,0,1,1,1,0,12,7,58.33,,,,,,,16,66.66666667,33.33333333,66.66666667,66.66666667,0,31,0
0:41:00,0,1,1,0,0,0,1,1,1,1,1,0,12,7,58.33,,,,,,,72,33.33333333,66.66666667,66.66666667,66.66666667,1,36,0
0:42:00,0,1,1,0,1,1,1,0,0,1,1,0,12,7,58.33,838.4,814,850,816,928,736,53,66.66666667,33.33333333,66.66666667,66.66666667,0,72,1
0:43:00,1,0,0,0,1,0,1,1,0,1,1,1,12,7,58.33,733.2,785,820,663,801,493,23,100,100,33.33333333,0,0,13,0
0:43:00,0,0,1,1,0,0,1,1,1,0,1,1,12,7,58.33,667.1,808,824,801,588,472,31,33.33333333,66.66666667,66.66666667,66.66666667,0,26,0
0:43:00,0,1,1,0,1,0,1,1,1,0,1,0,12,7,58.33,755.7,886,919,674,671,413,20,66.66666667,33.33333333,66.66666667,66.66666667,0,13,0
0:44:00,0,1,1,0,0,1,1,1,1,0,1,0,12,7,58.33,717.3,828,858,663,715,472,55,33.33333333,33.33333333,100,66.66666667,1,61,1
0:44:00,0,1,1,0,1,0,1,1,1,0,0,1,12,7,58.33,855.5,942,966,853,862,623,92,33.33333333,66.66666667,66.66666667,66.66666667,1,84,1
0:47:00,0,1,1,0,0,0,1,1,0,1,1,1,12,7,58.33,792,985,1000,834,704,472,50,33.33333333,100,33.33333333,66.66666667,0,77,1
0:47:00,0,0,1,0,1,0,1,1,0,1,1,1,12,7,58.33,705.1,928,1000,664,534,534,13,66.66666667,100,33.33333333,33.33333333,0,7,0
0:48:00,1,0,1,0,1,1,1,1,0,0,1,0,12,7,58.33,840.9,914,1000,801,877,530,,100,33.33333333,66.66666667,33.33333333,0,67,1
0:48:00,1,1,1,1,0,0,1,0,0,1,1,0,12,7,58.33,573,628,628,674,539,369,50,66.66666667,33.33333333,33.33333333,100,0,47,0
0:49:00,0,1,1,1,1,0,1,0,0,1,1,0,12,7,58.33,817.3,785,829,763,928,610,77,66.66666667,33.33333333,33.33333333,100,1,84,1
0:49:00,1,1,1,0,1,1,1,1,0,0,0,0,12,7,58.33,745.1,928,986,761,695,428,18,66.66666667,33.33333333,66.66666667,66.66666667,0,81,1
0:50:00,0,1,1,0,0,0,1,1,1,0,1,1,12,7,58.33,793.1,851,882,729,846,516,49,33.33333333,66.66666667,66.66666667,66.66666667,0,69,1
0:50:00,0,1,1,0,0,0,1,1,1,1,1,0,12,7,58.33,833,914,955,801,846,662,40,33.33333333,66.66666667,66.66666667,66.66666667,0,59,1
0:50:00,1,0,1,0,1,0,1,1,0,1,1,0,12,7,58.33,676.6,742,733,775,688,483,25,100,66.66666667,33.33333333,33.33333333,0,25,0
0:50:00,0,1,1,0,1,0,1,0,0,1,1,1,12,7,58.33,,,,,,,58,66.66666667,66.66666667,33.33333333,66.66666667,1,57,1
0:50:00,0,1,0,0,0,0,1,1,1,1,1,1,12,7,58.33,751.6,879,911,701,757,459,55,33.33333333,100,66.66666667,33.33333333,1,68,1
0:50:00,1,1,1,0,1,0,1,0,1,1,0,0,12,7,58.33,799.2,793,862,823,862,576,47,66.66666667,33.33333333,66.66666667,66.66666667,0,45,0
0:51:00,1,0,1,0,1,0,1,0,0,1,1,1,12,7,58.33,,,,,,,84,100,66.66666667,33.33333333,33.33333333,1,79,1
0:51:00,0,1,1,1,0,0,1,0,1,0,1,1,12,7,58.33,707.6,828,847,775,659,472,26,33.33333333,33.33333333,66.66666667,100,0,75,1
0:51:00,0,1,1,0,1,0,0,1,0,1,1,1,12,7,58.33,808.7,985,1000,745,780,569,,66.66666667,100,0,66.66666667,0,0,0
0:51:00,1,1,1,0,0,0,1,0,0,1,1,1,12,7,58.33,838.6,907,918,834,892,596,18,66.66666667,66.66666667,33.33333333,66.66666667,0,14,0
0:51:00,0,1,1,0,0,0,1,1,1,1,1,0,12,7,58.33,752.2,757,781,853,801,530,72,33.33333333,66.66666667,66.66666667,66.66666667,1,77,1
0:52:00,0,0,0,1,1,1,1,1,1,0,1,0,12,7,58.33,709.1,928,956,508,645,428,10,66.66666667,33.33333333,100,33.33333333,0,63,1
0:53:00,0,0,1,0,0,1,1,1,0,1,1,1,12,7,58.33,793.1,893,906,872,769,545,67,33.33333333,100,66.66666667,33.33333333,1,77,1
0:53:00,0,1,1,0,1,0,1,0,0,1,1,1,12,7,58.33,690.7,717,776,729,695,459,0,66.66666667,66.66666667,33.33333333,66.66666667,0,2,0
0:54:00,1,0,1,0,0,0,1,0,1,1,1,1,12,7,58.33,668,771,770,662,695,459,28,66.66666667,66.66666667,66.66666667,33.33333333,0,27,0
0:55:00,0,1,1,0,1,0,1,1,1,0,1,0,12,7,58.33,,,,,,,13,66.66666667,33.33333333,66.66666667,66.66666667,0,33,0
0:55:00,0,1,1,0,0,0,0,1,1,1,1,1,12,7,58.33,0,879,956,714,757,587,2,33.33333333,100,33.33333333,66.66666667,0,6,0
0:55:00,1,1,1,0,0,1,0,1,0,1,1,0,12,7,58.33,818.7,814,839,788,909,681,77,66.66666667,66.66666667,33.33333333,66.66666667,1,83,1
0:56:00,1,0,1,0,1,0,0,1,0,1,1,1,12,7,58.33,761.5,879,996,788,619,459,55,100,100,0,33.33333333,1,64,1
0:57:00,0,0,1,0,1,1,1,0,1,1,0,1,12,7,58.33,828.3,893,902,633,877,851,34,33.33333333,66.66666667,100,33.33333333,0,82,1
0:57:00,0,0,1,0,1,1,1,1,1,0,0,1,12,7,58.33,,,,,,,12,33.33333333,66.66666667,100,33.33333333,0,61,1
0:59:00,0,1,1,0,0,0,1,1,1,1,0,1,12,7,58.33,791.2,937,978,692,780,504,37,0,100,66.66666667,66.66666667,0,70,1
1:00:00,0,0,1,0,1,0,1,1,1,1,1,0,12,7,58.33,845.2,856,897,729,928,721,95,66.66666667,66.66666667,66.66666667,33.33333333,1,91,1
1:00:00,0,1,0,1,1,0,1,0,0,1,1,1,12,7,58.33,814.3,856,883,714,928,530,67,66.66666667,66.66666667,33.33333333,66.66666667,1,77,1
1:00:00,1,0,1,0,1,0,1,1,0,0,1,1,12,7,58.33,716.7,870,972,761,631,399,28,100,66.66666667,33.33333333,33.33333333,0,62,1
1:01:00,0,0,1,0,0,0,1,1,1,1,1,1,12,7,58.33,649.5,724,740,692,645,399,44,33.33333333,100,66.66666667,33.33333333,0,69,1
1:02:00,0,1,1,0,0,0,1,1,1,1,1,0,12,7,58.33,,,,,,,80,33.33333333,66.66666667,66.66666667,66.66666667,1,89,1
1:06:00,1,0,1,1,0,0,1,1,0,1,0,1,12,7,58.33,692.7,837,866,692,659,369,61,33.33333333,100,33.33333333,66.66666667,1,78,1
1:08:00,0,1,1,0,1,0,1,1,1,1,0,0,12,7,58.33,897.3,979,1000,775,994,578,71,33.33333333,66.66666667,66.66666667,66.66666667,1,75,1
0:33:00,1,1,1,1,1,0,1,0,,1,0,0,11,7,58.33,813.9,979,1000,801,769,428,,66.66666667,33.33333333,33.33333333,100,0,85,1
0:44:00,,0,1,0,1,1,1,1,1,1,0,0,11,7,58.33,845.4,942,993,816,814,569,51,33.33333333,66.66666667,100,33.33333333,0,80,1
0:47:00,1,1,1,,1,1,0,1,0,1,0,0,11,7,58.33,732.7,694,696,775,862,516,0,66.66666667,66.66666667,33.33333333,66.66666667,0,0,0
0:51:00,0,1,,0,1,0,1,1,1,1,1,0,11,7,58.33,779.5,886,900,683,801,504,60,66.66666667,66.66666667,66.66666667,33.33333333,1,79,1
1:01:00,0,1,0,,1,1,1,0,0,1,1,1,11,7,58.33,771.1,907,921,761,780,351,8,66.66666667,66.66666667,66.66666667,33.33333333,0,11,0
1:03:00,0,1,1,0,1,0,1,1,0,1,1,,11,7,58.33,780.5,928,943,775,743,493,45,66.66666667,66.66666667,33.33333333,66.66666667,0,62,1
0:47:00,0,1,1,,1,,1,0,0,1,1,1,10,7,58.33,826.2,886,904,788,830,667,73,66.66666667,66.66666667,33.33333333,66.66666667,1,86,1
1:02:00,0,0,1,,1,0,1,1,,1,1,1,10,7,58.33,881.3,942,983,801,949,609,65,66.66666667,100,33.33333333,33.33333333,1,68,1
1:00:00,1,1,1,1,0,0,1,1,1,0,,,10,7,58.33,823.1,828,897,745,909,637,62,33.33333333,33.33333333,66.66666667,100,1,82,1
1:05:00,1,,1,1,1,0,,1,1,0,0,1,10,7,58.33,840.6,942,989,801,830,569,82,66.66666667,66.66666667,33.33333333,66.66666667,1,92,1
0:54:00,1,0,1,0,,0,1,1,1,1,1,,10,7,58.33,,,,,,,22,66.66666667,66.66666667,66.66666667,33.33333333,0,11,0
0:54:00,1,,1,0,1,0,1,1,1,1,0,,10,7,58.33,656.6,713,712,649,671,556,38,66.66666667,66.66666667,66.66666667,33.33333333,0,19,0
0:51:00,1,1,1,0,1,0,1,1,1,,,,9,7,58.33,751.7,799,868,853,780,428,26,66.66666667,33.33333333,66.66666667,66.66666667,0,28,0
0:45:00,0,1,1,0,,1,1,1,1,1,,,9,7,58.33,875.8,951,981,872,892,623,92,0,66.66666667,100,66.66666667,1,90,1
1:06:00,1,1,1,,1,,1,1,,1,,,7,7,58.33,778.8,914,966,745,743,483,81,66.66666667,66.66666667,33.33333333,66.66666667,1,75,1
0:30:00,1,1,0,0,1,0,1,0,1,1,1,0,12,7,58.33,732,765,778,606,790,516,74,100,33.33333333,66.66666667,50,1,85,1
0:31:00,0,1,0,1,0,0,1,0,1,1,1,1,12,7,58.33,867.3,907,978,816,928,609,92,33.33333333,66.66666667,66.66666667,83.33333333,1,90,1
0:36:00,1,1,0,0,1,1,1,1,1,0,0,0,12,7,58.33,652.7,793,823,714,567,428,,66.66666667,33.33333333,100,50,0,41,0
0:37:00,1,0,0,0,1,0,1,1,1,0,1,1,12,7,58.33,642.9,643,644,788,659,504,8,100,66.66666667,66.66666667,16.66666667,0,4,0
0:39:00,1,0,0,1,0,0,1,1,0,1,1,1,12,7,58.33,,,,,,,,66.66666667,100,33.33333333,50,0,0,0
0:39:00,1,1,0,0,0,1,1,1,1,1,0,0,12,7,58.33,823.4,900,903,816,862,650,25,33.33333333,66.66666667,100,50,0,15,0
